character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Warsong Gulch played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Warsong Gulch won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Ashran win_rate,Seething Shore win_rate,Arathi Basin win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Ashran played,Seething Shore played,Arathi Basin played,Korrak's Revenge played,Rated Eye of the Storm won,Ashran won,Seething Shore won,Arathi Basin won,Korrak's Revenge won,Arathi Basin Winter win_rate,Arathi Basin Winter played,Arathi Basin Winter won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won
174908779,Krotox,dun-modr,10.0,5454.0,43.0,30.0,33.0,50.0,0.0,80.0,46.0,18.0,37.0,33.0,25.0,100.0,100.0,,67.0,7.0,20.0,12.0,12.0,6.0,5.0,13.0,22.0,19.0,15.0,12.0,3.0,2.0,,3.0,3.0,6.0,4.0,6.0,0.0,4.0,6.0,4.0,7.0,5.0,3.0,3.0,2.0,,2.0,100.0,0.0,100.0,100.0,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,,,,,,,,,
245964140,Аймай,deathguard,10.0,933.0,,,,50.0,,100.0,100.0,0.0,50.0,67.0,,,0.0,,,,,,4.0,,1.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,2.0,,1.0,2.0,0.0,1.0,2.0,,,0.0,,,,100.0,50.0,50.0,,,1.0,2.0,2.0,,,1.0,1.0,1.0,,100.0,1.0,1.0,,,,,,
164002623,Chekicpravde,tarren-mill,12.0,322.0,,,,,,,0.0,,,,,100.0,100.0,,0.0,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,0.0,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
243967204,Inshallã,sylvanas,35.0,379.0,0.0,,,100.0,,,0.0,,,0.0,,100.0,0.0,,0.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,2.0,,1.0,0.0,,,1.0,,,0.0,,,0.0,,1.0,0.0,,0.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
163875207,Grimripper,alleria,22.0,195.0,,,,,,,,,0.0,100.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,,,,,,,,,,
237884474,Wahar,ghostlands,16.0,3795.0,50.0,67.0,50.0,100.0,100.0,0.0,50.0,0.0,0.0,20.0,0.0,,,,,22.0,6.0,10.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,,,,,11.0,4.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105400386,Афурион,fordragon,12.0,334.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154690597,Dilan,ravencrest,31.0,42014.0,58.0,69.0,52.0,35.0,53.0,53.0,42.0,50.0,41.0,54.0,56.0,75.0,67.0,,40.0,125.0,173.0,212.0,51.0,43.0,74.0,33.0,34.0,56.0,63.0,36.0,4.0,3.0,,5.0,73.0,119.0,111.0,18.0,23.0,39.0,14.0,17.0,23.0,34.0,20.0,3.0,2.0,,2.0,,67.0,60.0,40.0,38.0,,3.0,5.0,5.0,8.0,,2.0,3.0,2.0,3.0,,,,,,,,,
90306483,Крахоборище,fordragon,17.0,2983.0,100.0,60.0,67.0,25.0,40.0,88.0,80.0,67.0,40.0,83.0,0.0,,0.0,,100.0,2.0,5.0,3.0,4.0,5.0,8.0,5.0,9.0,10.0,6.0,4.0,,3.0,,1.0,2.0,3.0,2.0,1.0,2.0,7.0,4.0,6.0,4.0,5.0,0.0,,0.0,,1.0,,100.0,67.0,,,,1.0,3.0,,,,1.0,2.0,,,,,,,,,,,
154253747,Kyrilias,aggramar,1.0,142.0,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159809204,Kiousa,argent-dawn,9.0,6932.0,45.0,40.0,39.0,20.0,17.0,77.0,75.0,30.0,50.0,50.0,,0.0,,,50.0,31.0,15.0,18.0,15.0,18.0,13.0,4.0,10.0,6.0,6.0,,1.0,,,2.0,14.0,6.0,7.0,3.0,3.0,10.0,3.0,3.0,3.0,3.0,,0.0,,,1.0,,,50.0,100.0,40.0,,,2.0,1.0,10.0,,,1.0,1.0,4.0,,,,,,,,,
90108226,Shestek,dalaran,2.0,2456.0,56.0,83.0,44.0,62.0,44.0,,,,,,,,,,,9.0,6.0,9.0,8.0,9.0,,,,,,,,,,,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146350593,Nakiami,argent-dawn,3.0,234.0,,,,,,0.0,0.0,0.0,100.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,
196074820,Fulmines,nemesis,2.0,385.0,,,,100.0,,,,,,0.0,,,0.0,,0.0,,,,2.0,,,,,,2.0,,,1.0,,2.0,,,,2.0,,,,,,0.0,,,0.0,,0.0,,,100.0,100.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
162270489,Palasexi,colinas-pardas,59.0,1501.0,0.0,,,50.0,,0.0,0.0,33.0,20.0,60.0,,60.0,50.0,,67.0,1.0,,,6.0,,1.0,3.0,3.0,5.0,5.0,,5.0,2.0,,6.0,0.0,,,3.0,,0.0,0.0,1.0,1.0,3.0,,3.0,1.0,,4.0,,,0.0,33.0,,,,2.0,3.0,,,,0.0,1.0,,50.0,2.0,1.0,,,,,,
147260857,Çorona,azuremyst,2.0,112.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,
155186352,Cheppson,malfurion,25.0,1432.0,50.0,,,0.0,,50.0,,0.0,50.0,80.0,,20.0,67.0,,100.0,4.0,,,3.0,,4.0,,1.0,2.0,5.0,,5.0,3.0,,1.0,2.0,,,0.0,,2.0,,0.0,1.0,4.0,,1.0,2.0,,1.0,,0.0,0.0,0.0,0.0,,1.0,2.0,4.0,1.0,,0.0,0.0,0.0,0.0,25.0,4.0,1.0,,,,,,
71636942,Bluterz,antonidas,30.0,32331.0,57.0,54.0,47.0,51.0,54.0,60.0,51.0,60.0,51.0,47.0,41.0,,,,,163.0,117.0,113.0,114.0,67.0,104.0,122.0,30.0,182.0,76.0,73.0,,,,,93.0,63.0,53.0,58.0,36.0,62.0,62.0,18.0,93.0,36.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112081324,Kuritas,antonidas,12.0,305.0,,0.0,,100.0,,,100.0,100.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,0.0,,1.0,,,1.0,1.0,,,,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,
149163243,Squelcher,defias-brotherhood,2.0,140.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
73455010,Howî,nazjatar,52.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,1.0,,,,,1.0,,,,,,,,,
175312741,Пуляпал,fordragon,1.0,186.0,,,,0.0,,,0.0,100.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,
195512972,Royco,hyjal,4.0,280.0,,,,0.0,,,0.0,,,0.0,,,,100.0,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,0.0,,,0.0,,,0.0,,,,1.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,
175948722,Octonar,twisting-nether,3.0,266.0,0.0,,,,,0.0,,,0.0,,,,100.0,,,2.0,,,,,1.0,,,1.0,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,1.0,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,
166879716,Erken,stormrage,13.0,1549.0,0.0,,0.0,50.0,,100.0,50.0,100.0,40.0,50.0,100.0,100.0,50.0,,100.0,5.0,,1.0,2.0,,1.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,,1.0,0.0,,0.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,0.0,50.0,50.0,,,1.0,2.0,6.0,,,0.0,1.0,3.0,,,,,,,,,,
117687914,Edwinem,azuremyst,1.0,125.0,,,,,0.0,,,100.0,,100.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196189085,Icyoo,kazzak,4.0,407.0,0.0,,,,,100.0,100.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,,,,,1.0,1.0,,,,,,,,,,100.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,
237903403,Вистон,borean-tundra,6.0,1478.0,33.0,,,,,0.0,0.0,0.0,50.0,50.0,,,0.0,,100.0,3.0,,,,,1.0,3.0,1.0,2.0,2.0,,,2.0,,2.0,1.0,,,,,0.0,0.0,0.0,1.0,1.0,,,0.0,,2.0,,,50.0,,100.0,,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,
44937382,Frânky,blackrock,17.0,9077.0,44.0,44.0,50.0,75.0,29.0,43.0,50.0,40.0,75.0,40.0,50.0,0.0,,,0.0,9.0,34.0,18.0,4.0,14.0,14.0,2.0,5.0,4.0,5.0,4.0,1.0,,,1.0,4.0,15.0,9.0,3.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,0.0,,,0.0,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
111673299,Gusrim,shadowsong,19.0,36139.0,47.0,57.0,59.0,43.0,52.0,45.0,88.0,45.0,62.0,67.0,71.0,60.0,75.0,,20.0,32.0,47.0,59.0,44.0,64.0,11.0,8.0,20.0,13.0,6.0,7.0,5.0,4.0,,5.0,15.0,27.0,35.0,19.0,33.0,5.0,7.0,9.0,8.0,4.0,5.0,3.0,3.0,,1.0,,67.0,50.0,50.0,,,3.0,6.0,2.0,,,2.0,3.0,1.0,,100.0,1.0,1.0,,,,,,
188759228,Karmacharger,silvermoon,13.0,410.0,,,,,,,,,50.0,0.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
160013505,Ayven,dalaran,1.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,
186793217,Yukehunt,kazzak,95.0,7384.0,,67.0,,40.0,100.0,,45.0,62.0,65.0,54.0,33.0,56.0,100.0,100.0,46.0,,3.0,,20.0,2.0,,20.0,13.0,23.0,26.0,3.0,32.0,2.0,2.0,13.0,,2.0,,8.0,2.0,,9.0,8.0,15.0,14.0,1.0,18.0,2.0,2.0,6.0,50.0,100.0,40.0,45.0,75.0,2.0,1.0,20.0,22.0,4.0,1.0,1.0,8.0,10.0,3.0,,,,,,,,,
161150944,Avea,dun-morogh,12.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,6.0,,,,,4.0,,,,,,,,,
142525234,Sofex,outland,1.0,5482.0,73.0,55.0,80.0,50.0,11.0,40.0,60.0,100.0,0.0,50.0,,,,,,15.0,22.0,15.0,10.0,9.0,5.0,5.0,2.0,1.0,6.0,,,,,,11.0,12.0,12.0,5.0,1.0,2.0,3.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126062135,Forvaine,scarshield-legion,37.0,4004.0,50.0,42.0,67.0,17.0,,50.0,48.0,40.0,65.0,65.0,100.0,100.0,67.0,,57.0,2.0,19.0,3.0,6.0,,4.0,21.0,10.0,23.0,17.0,2.0,2.0,3.0,,7.0,1.0,8.0,2.0,1.0,,2.0,10.0,4.0,15.0,11.0,2.0,2.0,2.0,,4.0,,50.0,100.0,20.0,,,2.0,1.0,5.0,,,1.0,1.0,1.0,,,,,,,,,,
165566705,Johawk,kargath,44.0,1455.0,75.0,,,50.0,,17.0,75.0,33.0,0.0,67.0,,50.0,50.0,,33.0,4.0,,,4.0,,6.0,4.0,3.0,1.0,3.0,,2.0,2.0,,3.0,3.0,,,2.0,,1.0,3.0,1.0,0.0,2.0,,1.0,1.0,,1.0,0.0,100.0,0.0,100.0,,2.0,3.0,2.0,1.0,,0.0,3.0,0.0,1.0,,,,,,,,,,
153410122,Mìrai,malganis,77.0,1756.0,,50.0,25.0,20.0,100.0,,43.0,60.0,90.0,57.0,0.0,,0.0,,,,8.0,4.0,5.0,1.0,,7.0,5.0,10.0,7.0,2.0,,1.0,,,,4.0,1.0,1.0,1.0,,3.0,3.0,9.0,4.0,0.0,,0.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
134022315,Гостерман,galakrond,71.0,19443.0,72.0,20.0,60.0,56.0,,67.0,42.0,65.0,80.0,60.0,47.0,57.0,71.0,100.0,67.0,18.0,5.0,10.0,16.0,,9.0,19.0,20.0,15.0,35.0,19.0,14.0,14.0,11.0,3.0,13.0,1.0,6.0,9.0,,6.0,8.0,13.0,12.0,21.0,9.0,8.0,10.0,11.0,2.0,,25.0,60.0,78.0,50.0,,4.0,25.0,9.0,12.0,,1.0,15.0,7.0,6.0,40.0,5.0,2.0,,,,,,
173803269,Beamix,kazzak,41.0,803.0,,,,75.0,,,33.0,50.0,44.0,0.0,,0.0,,,,,,,4.0,,,3.0,2.0,9.0,2.0,,2.0,,,,,,,3.0,,,1.0,1.0,4.0,0.0,,0.0,,,,,0.0,100.0,100.0,,,1.0,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,
216309744,Huanamare,sylvanas,9.0,37574.0,65.0,50.0,48.0,33.0,38.0,64.0,60.0,61.0,48.0,67.0,66.0,100.0,60.0,,75.0,101.0,107.0,104.0,61.0,66.0,94.0,75.0,94.0,102.0,81.0,68.0,2.0,5.0,,4.0,66.0,54.0,50.0,20.0,25.0,60.0,45.0,57.0,49.0,54.0,45.0,2.0,3.0,,3.0,,100.0,60.0,43.0,,,1.0,5.0,7.0,,,1.0,3.0,3.0,,67.0,3.0,2.0,,,,,,
142293944,Naarushen,ysera,16.0,32.0,,,,100.0,,,,,,0.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178957497,Chaplian,the-maelstrom,11.0,4164.0,60.0,38.0,43.0,50.0,33.0,44.0,62.0,56.0,18.0,36.0,33.0,33.0,,,100.0,5.0,8.0,7.0,10.0,9.0,16.0,8.0,16.0,11.0,11.0,12.0,3.0,,,2.0,3.0,3.0,3.0,5.0,3.0,7.0,5.0,9.0,2.0,4.0,4.0,1.0,,,2.0,,,67.0,50.0,50.0,,,3.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,
181946047,Сэйшелка,soulflayer,16.0,2676.0,0.0,,,73.0,,25.0,56.0,67.0,50.0,80.0,0.0,67.0,0.0,100.0,67.0,2.0,,,11.0,,4.0,9.0,3.0,4.0,10.0,1.0,3.0,1.0,3.0,3.0,0.0,,,8.0,,1.0,5.0,2.0,2.0,8.0,0.0,2.0,0.0,3.0,2.0,,,64.0,50.0,,,,11.0,4.0,,,,7.0,2.0,,,,,,,,,,
47118729,Thortue,suramar,40.0,7505.0,40.0,52.0,57.0,33.0,55.0,54.0,39.0,53.0,31.0,21.0,0.0,0.0,70.0,,0.0,15.0,23.0,21.0,12.0,11.0,13.0,18.0,17.0,26.0,19.0,1.0,3.0,10.0,,3.0,6.0,12.0,12.0,4.0,6.0,7.0,7.0,9.0,8.0,4.0,0.0,0.0,7.0,,0.0,,0.0,60.0,0.0,38.0,,3.0,5.0,4.0,8.0,,0.0,3.0,0.0,3.0,,,,,,,,,
120390795,Karmagedon,nemesis,25.0,1360.0,100.0,,,,,50.0,,25.0,100.0,0.0,,,50.0,,0.0,1.0,,,,,2.0,,4.0,1.0,2.0,,,2.0,,1.0,1.0,,,,,1.0,,1.0,1.0,0.0,,,1.0,,0.0,,,,0.0,5.0,,,,1.0,21.0,,,,0.0,1.0,,,,,,,,,
232300528,Rotmos,dragonblight,14.0,2876.0,,50.0,50.0,40.0,,100.0,,100.0,0.0,50.0,60.0,,0.0,100.0,,,2.0,2.0,5.0,,1.0,,1.0,1.0,4.0,5.0,,1.0,1.0,,,1.0,1.0,2.0,,1.0,,1.0,0.0,2.0,3.0,,0.0,1.0,,,,100.0,100.0,,,,3.0,1.0,,,,3.0,1.0,,,,,,,,,,
217917968,Layria,sylvanas,60.0,9596.0,56.0,58.0,76.0,60.0,,62.0,65.0,52.0,57.0,68.0,57.0,79.0,17.0,100.0,61.0,16.0,19.0,17.0,15.0,,16.0,20.0,29.0,21.0,22.0,7.0,14.0,6.0,1.0,23.0,9.0,11.0,13.0,9.0,,10.0,13.0,15.0,12.0,15.0,4.0,11.0,1.0,1.0,14.0,,100.0,50.0,45.0,,,1.0,36.0,11.0,,,1.0,18.0,5.0,,67.0,3.0,2.0,,,,,,
93870253,Ishabelle,stormrage,13.0,11788.0,58.0,42.0,67.0,53.0,33.0,72.0,50.0,33.0,52.0,50.0,,40.0,60.0,,67.0,93.0,19.0,27.0,34.0,15.0,25.0,12.0,9.0,23.0,6.0,,5.0,5.0,,3.0,54.0,8.0,18.0,18.0,5.0,18.0,6.0,3.0,12.0,3.0,,2.0,3.0,,2.0,,43.0,50.0,50.0,33.0,,7.0,2.0,6.0,6.0,,3.0,1.0,3.0,2.0,100.0,3.0,3.0,,,,,,
127776825,Thôrîn,garrosh,13.0,1631.0,40.0,,,67.0,,100.0,50.0,50.0,80.0,62.0,,50.0,0.0,,67.0,5.0,,,6.0,,1.0,2.0,4.0,5.0,8.0,,4.0,1.0,,3.0,2.0,,,4.0,,1.0,1.0,2.0,4.0,5.0,,2.0,0.0,,2.0,,,67.0,71.0,,,,6.0,7.0,,,,4.0,5.0,,,,,,,,,,
139073455,Олдскулло,gordunni,160.0,6093.0,60.0,58.0,43.0,60.0,,60.0,60.0,53.0,55.0,69.0,67.0,43.0,33.0,,100.0,10.0,19.0,7.0,5.0,,10.0,10.0,17.0,11.0,13.0,9.0,7.0,9.0,,1.0,6.0,11.0,3.0,3.0,,6.0,6.0,9.0,6.0,9.0,6.0,3.0,3.0,,1.0,,0.0,83.0,,,,2.0,12.0,,,,0.0,10.0,,,,,,,,,,,
226191536,Billings,sylvanas,4.0,4305.0,43.0,45.0,54.0,17.0,60.0,53.0,42.0,40.0,80.0,100.0,,,,,,23.0,11.0,13.0,6.0,5.0,15.0,12.0,10.0,5.0,2.0,,,,,,10.0,5.0,7.0,1.0,3.0,8.0,5.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159719002,Raaxy,tarren-mill,6.0,5460.0,74.0,55.0,42.0,36.0,28.0,46.0,50.0,67.0,0.0,27.0,50.0,67.0,,,0.0,19.0,20.0,12.0,14.0,18.0,13.0,4.0,3.0,4.0,11.0,2.0,3.0,,,2.0,14.0,11.0,5.0,5.0,5.0,6.0,2.0,2.0,0.0,3.0,1.0,2.0,,,0.0,,,25.0,50.0,,,,4.0,2.0,,,,1.0,1.0,,,,,,,,,,
164317523,Rogaldorn,argent-dawn,2.0,39.0,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197288122,Ponglenís,archimonde,10.0,238.0,100.0,,,,,,,,,,,100.0,100.0,,,2.0,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,,,,,
161861621,Koksol,marécage-de-zangar,21.0,1725.0,,,,100.0,,,67.0,25.0,60.0,50.0,,0.0,100.0,100.0,75.0,,,,2.0,,,3.0,8.0,5.0,8.0,,2.0,1.0,3.0,4.0,,,,2.0,,,2.0,2.0,3.0,4.0,,0.0,1.0,3.0,3.0,,,60.0,67.0,,,,10.0,3.0,,,,6.0,2.0,,100.0,1.0,1.0,,,,,,
128856523,Djtank,twisting-nether,15.0,720.0,,100.0,,,,50.0,,100.0,100.0,0.0,100.0,,50.0,100.0,100.0,,2.0,,,,2.0,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,2.0,,,,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,2.0,,100.0,,,,,1.0,,,,,1.0,,,,100.0,1.0,1.0,,,,,,
85093715,Celizia,antonidas,16.0,52533.0,60.0,50.0,41.0,46.0,48.0,59.0,32.0,40.0,41.0,37.0,48.0,100.0,100.0,,,188.0,190.0,121.0,225.0,187.0,187.0,31.0,10.0,29.0,27.0,21.0,3.0,2.0,,,112.0,95.0,50.0,103.0,90.0,110.0,10.0,4.0,12.0,10.0,10.0,3.0,2.0,,,,67.0,20.0,100.0,,,6.0,5.0,1.0,,,4.0,1.0,1.0,,,,,,,,,,
194079542,Kristal,silvermoon,20.0,2808.0,17.0,,,75.0,,60.0,50.0,38.0,60.0,20.0,,44.0,0.0,,75.0,6.0,,,4.0,,5.0,2.0,8.0,5.0,5.0,,9.0,5.0,,8.0,1.0,,,3.0,,3.0,1.0,3.0,3.0,1.0,,4.0,0.0,,6.0,,43.0,20.0,25.0,,,7.0,5.0,4.0,,,3.0,1.0,1.0,,,,,,,,,,
147004325,Triagel,stormrage,8.0,485.0,100.0,,,,,,,,50.0,100.0,,,,,0.0,1.0,,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,0.0,,0.0,100.0,,,,2.0,1.0,,,,0.0,1.0,,,50.0,2.0,1.0,,,,,,
132993346,Vettenn,uldaman,13.0,4457.0,100.0,,,35.0,,83.0,58.0,30.0,57.0,50.0,,18.0,67.0,,36.0,2.0,,,17.0,,6.0,26.0,10.0,7.0,16.0,,11.0,3.0,,11.0,2.0,,,6.0,,5.0,15.0,3.0,4.0,8.0,,2.0,2.0,,4.0,,0.0,40.0,57.0,67.0,,1.0,10.0,14.0,3.0,,0.0,4.0,8.0,2.0,100.0,2.0,2.0,,,,,,
92505515,Enforcer,shadowsong,6.0,24640.0,100.0,,,50.0,,50.0,67.0,100.0,67.0,67.0,,100.0,0.0,,67.0,1.0,,,2.0,,2.0,3.0,2.0,3.0,3.0,,1.0,1.0,,3.0,1.0,,,1.0,,1.0,2.0,2.0,2.0,2.0,,1.0,0.0,,2.0,,100.0,,0.0,,,4.0,,2.0,,,4.0,,0.0,,,,,,,,,,
246654989,Stcorona,arathor,11.0,1948.0,67.0,,,20.0,,50.0,50.0,100.0,50.0,60.0,,67.0,100.0,,33.0,3.0,,,5.0,,2.0,6.0,3.0,6.0,10.0,,3.0,1.0,,6.0,2.0,,,1.0,,1.0,3.0,3.0,3.0,6.0,,2.0,1.0,,2.0,33.0,100.0,67.0,57.0,,3.0,2.0,3.0,7.0,,1.0,2.0,2.0,4.0,,100.0,1.0,1.0,,,,,,
157195471,Livios,silvermoon,8.0,561.0,0.0,,,0.0,,100.0,0.0,,,100.0,,0.0,0.0,,,1.0,,,1.0,,1.0,2.0,,,2.0,,2.0,1.0,,,0.0,,,0.0,,1.0,0.0,,,2.0,,0.0,0.0,,,,,,0.0,,,,,3.0,,,,,0.0,,,,,,,,,,
65659533,Gwenwyvhar,throkferoth,27.0,15453.0,24.0,45.0,52.0,43.0,31.0,0.0,55.0,47.0,36.0,36.0,56.0,25.0,,100.0,33.0,29.0,22.0,23.0,14.0,13.0,2.0,11.0,17.0,11.0,25.0,9.0,12.0,,1.0,3.0,7.0,10.0,12.0,6.0,4.0,0.0,6.0,8.0,4.0,9.0,5.0,3.0,,1.0,1.0,,,133.0,51.0,89.0,,,3.0,55.0,9.0,,,4.0,28.0,8.0,,,,50.0,2.0,1.0,50.0,2.0,1.0
175392565,Holydaddy,arathor,19.0,1518.0,25.0,,,50.0,,100.0,100.0,20.0,0.0,50.0,,100.0,100.0,,,4.0,,,4.0,,2.0,2.0,5.0,1.0,2.0,,1.0,2.0,,,1.0,,,2.0,,2.0,2.0,1.0,0.0,1.0,,1.0,2.0,,,,17.0,0.0,0.0,,,6.0,1.0,1.0,,,1.0,0.0,0.0,,0.0,2.0,0.0,,,,,,
217850493,Mordréd,sylvanas,20.0,522.0,75.0,,,,,100.0,,100.0,0.0,0.0,,100.0,,,100.0,4.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,3.0,,,,,1.0,,1.0,0.0,0.0,,1.0,,,1.0,,50.0,0.0,0.0,,,2.0,1.0,1.0,,,1.0,0.0,0.0,,,,,,,,,,
186395929,Бэдгар,azuregos,8.0,919.0,50.0,,,67.0,,100.0,50.0,50.0,,,,,25.0,,,2.0,,,3.0,,1.0,2.0,2.0,,,,,4.0,,,1.0,,,2.0,,1.0,1.0,1.0,,,,,1.0,,,,,0.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,20.0,5.0,1.0,,,,,,
74086767,Fàlk,antonidas,16.0,30579.0,49.0,41.0,33.0,51.0,34.0,46.0,45.0,50.0,36.0,59.0,,50.0,57.0,100.0,0.0,87.0,68.0,79.0,67.0,71.0,80.0,20.0,8.0,11.0,34.0,,4.0,7.0,9.0,2.0,43.0,28.0,26.0,34.0,24.0,37.0,9.0,4.0,4.0,20.0,,2.0,4.0,9.0,0.0,,0.0,67.0,0.0,,,4.0,6.0,1.0,,,0.0,4.0,0.0,,,,,,,,,,
194787596,Holyknight,pozzo-delleternità,2.0,1105.0,25.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,67.0,,,,1.0,9.0,,,,0.0,6.0,,,,,,,,,
