character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Cooking: Impossible win_rate,Cooking: Impossible played,Cooking: Impossible won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
197506046,Mkl,silvermoon,3.0,552.0,100.0,,,0.0,,,100.0,100.0,100.0,0.0,,,,,,,100.0,,100.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,2.0,,,0.0,,,1.0,1.0,1.0,0.0,,,,,,,1.0,,1.0,,,,,,,,,,,,
200698306,Galaxius,balnazzar,28.0,3073.0,100.0,,,67.0,,50.0,50.0,50.0,0.0,67.0,,0.0,,33.0,50.0,50.0,50.0,,80.0,1.0,,,3.0,,2.0,4.0,4.0,1.0,6.0,,2.0,,6.0,4.0,4.0,2.0,,5.0,1.0,,,2.0,,1.0,2.0,2.0,0.0,4.0,,0.0,,2.0,2.0,2.0,1.0,,4.0,100.0,30.0,2.0,10.0,2.0,3.0,,,,,,
173169837,Daniosz,chamber-of-aspects,20.0,209.0,100.0,,,,,,,,0.0,,,100.0,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,100.0,50.0,67.0,50.0,50.0,,0.0,40.0,,50.0,100.0,,,,,,,,,1.0,6.0,3.0,2.0,4.0,,3.0,5.0,,2.0,1.0,,,,,,,,,1.0,3.0,2.0,1.0,2.0,,0.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
97585636,Toshiie,elune,17.0,11714.0,62.0,47.0,40.0,56.0,0.0,45.0,67.0,26.0,33.0,19.0,100.0,0.0,50.0,60.0,40.0,43.0,33.0,100.0,33.0,24.0,15.0,25.0,27.0,3.0,20.0,15.0,19.0,9.0,27.0,1.0,1.0,2.0,10.0,10.0,7.0,9.0,1.0,3.0,15.0,7.0,10.0,15.0,0.0,9.0,10.0,5.0,3.0,5.0,1.0,0.0,1.0,6.0,4.0,3.0,3.0,1.0,1.0,,0.0,,2.0,,0.0,,,,,,
146796302,Appoa,chamber-of-aspects,2.0,42.0,,,,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
73317737,Keinohrkuh,eredar,24.0,2953.0,0.0,0.0,100.0,,,50.0,67.0,70.0,62.0,70.0,,100.0,,55.0,40.0,50.0,100.0,,29.0,1.0,1.0,1.0,,,2.0,6.0,10.0,8.0,10.0,,1.0,,11.0,5.0,8.0,4.0,,7.0,0.0,0.0,1.0,,,1.0,4.0,7.0,5.0,7.0,,1.0,,6.0,2.0,4.0,4.0,,2.0,25.0,,8.0,,2.0,,,,,,,
161310703,Munchèes,azjolnerub,34.0,1104.0,100.0,,,40.0,,100.0,0.0,50.0,50.0,50.0,,33.0,,33.0,25.0,,0.0,,100.0,1.0,,,5.0,,1.0,1.0,2.0,2.0,4.0,,3.0,,3.0,4.0,,3.0,,1.0,1.0,,,2.0,,1.0,0.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,0.0,,1.0,,,,,,,,,,,,
112569035,Zwethon,grim-batol,20.0,3286.0,25.0,80.0,17.0,50.0,0.0,100.0,67.0,57.0,57.0,55.0,62.0,,,50.0,,,,,,4.0,5.0,6.0,2.0,2.0,4.0,6.0,7.0,7.0,11.0,8.0,,,2.0,,,,,,1.0,4.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,6.0,5.0,,,1.0,,,,,,,,,,,,,,,,,
165550991,Grolyan,ragnaros,43.0,17014.0,68.0,42.0,55.0,54.0,52.0,39.0,35.0,25.0,53.0,67.0,33.0,50.0,100.0,60.0,33.0,45.0,100.0,,60.0,60.0,31.0,40.0,35.0,102.0,33.0,26.0,8.0,30.0,9.0,6.0,2.0,2.0,10.0,6.0,11.0,1.0,,5.0,41.0,13.0,22.0,19.0,53.0,13.0,9.0,2.0,16.0,6.0,2.0,1.0,2.0,6.0,2.0,5.0,1.0,,3.0,,,,,,,,,,,,
147904062,Монорис,howling-fjord,27.0,14581.0,62.0,100.0,50.0,72.0,,50.0,75.0,84.0,53.0,65.0,58.0,67.0,100.0,63.0,61.0,67.0,60.0,100.0,60.0,24.0,3.0,6.0,18.0,,24.0,16.0,19.0,17.0,17.0,12.0,15.0,2.0,19.0,18.0,12.0,30.0,9.0,5.0,15.0,3.0,3.0,13.0,,12.0,12.0,16.0,9.0,11.0,7.0,10.0,2.0,12.0,11.0,8.0,18.0,9.0,3.0,,75.0,,8.0,,6.0,20.0,5.0,1.0,0.0,1.0,0.0
193905599,Durvee,chamber-of-aspects,4.0,584.0,,,,0.0,,0.0,67.0,100.0,100.0,100.0,,,,0.0,0.0,100.0,0.0,,100.0,,,,2.0,,1.0,3.0,1.0,2.0,1.0,,,,1.0,1.0,3.0,2.0,,1.0,,,,0.0,,0.0,2.0,1.0,2.0,1.0,,,,0.0,0.0,3.0,0.0,,1.0,,,,,,,,,,,,
194574110,Kaý,kazzak,10.0,977.0,100.0,,,50.0,,0.0,33.0,0.0,25.0,50.0,,,,80.0,100.0,57.0,0.0,,,1.0,,,4.0,,1.0,3.0,2.0,4.0,4.0,,,,5.0,4.0,7.0,1.0,,,1.0,,,2.0,,0.0,1.0,0.0,1.0,2.0,,,,4.0,4.0,4.0,0.0,,,,,,,,,,,,,,
112048065,Frappy,frostwolf,40.0,410.0,,,,50.0,,100.0,50.0,,,0.0,,,0.0,50.0,0.0,100.0,,,,,,,2.0,,1.0,2.0,,,1.0,,,1.0,2.0,2.0,1.0,,,,,,,1.0,,1.0,1.0,,,0.0,,,0.0,1.0,0.0,1.0,,,,,100.0,,2.0,,2.0,,,,,,
196668300,Moorgerking,chamber-of-aspects,10.0,1587.0,75.0,,,,,50.0,67.0,67.0,,60.0,,50.0,,50.0,67.0,0.0,67.0,,50.0,4.0,,,,,2.0,3.0,3.0,,5.0,,2.0,,2.0,3.0,1.0,3.0,,2.0,3.0,,,,,1.0,2.0,2.0,,3.0,,1.0,,1.0,2.0,0.0,2.0,,1.0,,,,,,,,,,,,
117410507,Iralen,ravencrest,6.0,346.0,,,,,,,,,33.0,,,,,100.0,,100.0,,,,,,,,,,,,3.0,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,
157089399,Wudji,ysondre,131.0,1683.0,,,,50.0,,,25.0,17.0,50.0,20.0,,,,,67.0,83.0,,,29.0,,,,4.0,,,4.0,6.0,2.0,5.0,,,,,3.0,6.0,,,7.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,2.0,5.0,,,2.0,,100.0,,1.0,,1.0,,,,,,
197487829,Brutaliios,kazzak,16.0,78.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
119368418,Fructowinek,burning-legion,13.0,445.0,,,,0.0,,,,100.0,100.0,100.0,,,,,100.0,,100.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,0.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
114108222,Pedalos,antonidas,16.0,1623.0,20.0,,,0.0,,67.0,0.0,50.0,75.0,100.0,,,,33.0,50.0,33.0,40.0,100.0,,5.0,,,1.0,,6.0,2.0,4.0,4.0,3.0,,,,3.0,2.0,3.0,5.0,14.0,,1.0,,,0.0,,4.0,0.0,2.0,3.0,3.0,,,,1.0,1.0,1.0,2.0,14.0,,,,,,,,,,,,,
108844422,Sírlagalot,frostwhisper,5.0,8944.0,46.0,54.0,71.0,60.0,38.0,33.0,67.0,,67.0,100.0,,0.0,100.0,,,33.0,,,,48.0,28.0,35.0,15.0,21.0,12.0,15.0,,9.0,1.0,,1.0,1.0,,,3.0,,,,22.0,15.0,25.0,9.0,8.0,4.0,10.0,,6.0,1.0,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,
195121523,Kenppachi,silvermoon,11.0,848.0,0.0,,,100.0,,,100.0,50.0,,,,,,,0.0,100.0,100.0,,0.0,1.0,,,1.0,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,0.0,,,1.0,,,1.0,1.0,,,,,,,0.0,1.0,1.0,,0.0,,,,,,,,,,,,
154786098,Dutchfancy,chamber-of-aspects,28.0,10964.0,73.0,69.0,50.0,58.0,,36.0,46.0,67.0,31.0,65.0,33.0,47.0,67.0,67.0,78.0,43.0,62.0,100.0,50.0,26.0,13.0,6.0,19.0,,14.0,26.0,15.0,16.0,17.0,9.0,15.0,3.0,12.0,9.0,7.0,16.0,33.0,6.0,19.0,9.0,3.0,11.0,,5.0,12.0,10.0,5.0,11.0,3.0,7.0,2.0,8.0,7.0,3.0,10.0,33.0,3.0,,100.0,,1.0,,1.0,,,,,,
165638913,Møri,blackrock,61.0,2487.0,67.0,,,67.0,,33.0,60.0,67.0,50.0,80.0,,75.0,,67.0,31.0,71.0,40.0,,25.0,6.0,,,3.0,,3.0,5.0,3.0,4.0,5.0,,4.0,,3.0,13.0,7.0,5.0,,4.0,4.0,,,2.0,,1.0,3.0,2.0,2.0,4.0,,3.0,,2.0,4.0,5.0,2.0,,1.0,100.0,,6.0,,6.0,,,,,,,
103090269,Rumblebumble,blackhand,9.0,26981.0,54.0,57.0,58.0,55.0,50.0,52.0,65.0,37.0,46.0,64.0,53.0,100.0,,0.0,67.0,0.0,,,100.0,68.0,107.0,102.0,84.0,70.0,44.0,68.0,41.0,54.0,33.0,17.0,1.0,,1.0,3.0,1.0,,,1.0,37.0,61.0,59.0,46.0,35.0,23.0,44.0,15.0,25.0,21.0,9.0,1.0,,0.0,2.0,0.0,,,1.0,,,,,,,,,,,,
166529139,Healmetwo,defias-brotherhood,15.0,1910.0,67.0,,,100.0,,50.0,33.0,57.0,100.0,62.0,,100.0,,75.0,33.0,17.0,50.0,,50.0,3.0,,,1.0,,4.0,6.0,7.0,1.0,8.0,,3.0,,8.0,6.0,6.0,2.0,,4.0,2.0,,,1.0,,2.0,2.0,4.0,1.0,5.0,,3.0,,6.0,2.0,1.0,1.0,,2.0,50.0,,2.0,,1.0,,,,,,,
96790157,Coros,ragnaros,3.0,5000.0,100.0,67.0,62.0,50.0,,,,50.0,,25.0,100.0,,,,,,,,,1.0,3.0,8.0,2.0,,,,2.0,,4.0,1.0,,,,,,,,,1.0,2.0,5.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
156434218,Bakhos,ysondre,6.0,485.0,,,,,,67.0,,,50.0,,,100.0,67.0,,100.0,,,,,,,,,,3.0,,,2.0,,,2.0,3.0,,1.0,,,,,,,,,,2.0,,,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,
165404078,Ksksus,blackmoore,8.0,1649.0,,,,,,,30.0,62.0,40.0,33.0,,,50.0,38.0,71.0,54.0,,,50.0,,,,,,,10.0,8.0,10.0,12.0,,,2.0,13.0,7.0,13.0,,,16.0,,,,,,,3.0,5.0,4.0,4.0,,,1.0,5.0,5.0,7.0,,,8.0,40.0,,10.0,,4.0,,,,,,,
108104929,Dbabbels,frostwolf,40.0,7122.0,41.0,38.0,60.0,20.0,75.0,67.0,53.0,79.0,67.0,46.0,20.0,,,25.0,50.0,0.0,0.0,100.0,100.0,32.0,13.0,15.0,10.0,4.0,6.0,17.0,14.0,15.0,13.0,5.0,,,4.0,10.0,3.0,1.0,2.0,2.0,13.0,5.0,9.0,2.0,3.0,4.0,9.0,11.0,10.0,6.0,1.0,,,1.0,5.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,
84268877,Йошкинкот,howling-fjord,12.0,11701.0,28.0,49.0,38.0,52.0,31.0,33.0,64.0,60.0,40.0,60.0,0.0,,,,100.0,100.0,,,,18.0,41.0,53.0,23.0,29.0,9.0,11.0,5.0,5.0,5.0,1.0,,,,3.0,1.0,,,,5.0,20.0,20.0,12.0,9.0,3.0,7.0,3.0,2.0,3.0,0.0,,,,3.0,1.0,,,,,100.0,,2.0,,2.0,,,,,,
146909858,Darkangelshu,ragnaros,2.0,683.0,,0.0,,100.0,0.0,,100.0,100.0,0.0,33.0,100.0,,,,,100.0,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,,,,,1.0,,,,,0.0,,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
245129885,Siirrinna,karazhan,16.0,7182.0,73.0,57.0,55.0,28.0,50.0,39.0,61.0,67.0,56.0,33.0,,0.0,,0.0,,,67.0,,,22.0,23.0,22.0,18.0,22.0,28.0,23.0,6.0,34.0,3.0,,2.0,,1.0,,,3.0,,,16.0,13.0,12.0,5.0,11.0,11.0,14.0,4.0,19.0,1.0,,0.0,,0.0,,,2.0,,,,,,,,,,,,,,
244869765,Нуарис,eversong,5.0,2027.0,100.0,,,100.0,,,33.0,100.0,33.0,100.0,,33.0,,100.0,0.0,75.0,100.0,,50.0,1.0,,,2.0,,,3.0,2.0,6.0,3.0,,3.0,,2.0,2.0,4.0,3.0,,2.0,1.0,,,2.0,,,1.0,2.0,2.0,3.0,,1.0,,2.0,0.0,3.0,3.0,,1.0,,,,,,,,,,,,
192012397,Blackpuddíng,chamber-of-aspects,55.0,13137.0,43.0,59.0,81.0,50.0,67.0,18.0,62.0,48.0,63.0,71.0,44.0,0.0,,38.0,40.0,54.0,100.0,,80.0,7.0,17.0,16.0,6.0,3.0,11.0,21.0,29.0,19.0,21.0,16.0,1.0,,13.0,10.0,13.0,1.0,,5.0,3.0,10.0,13.0,3.0,2.0,2.0,13.0,14.0,12.0,15.0,7.0,0.0,,5.0,4.0,7.0,1.0,,4.0,82.0,,11.0,,9.0,,,,,,,
175642909,Киддт,howling-fjord,9.0,2519.0,71.0,,,67.0,,43.0,100.0,100.0,50.0,33.0,,50.0,50.0,60.0,80.0,0.0,50.0,,67.0,7.0,,,3.0,,7.0,2.0,3.0,2.0,3.0,,6.0,2.0,5.0,5.0,2.0,6.0,,3.0,5.0,,,2.0,,3.0,2.0,3.0,1.0,1.0,,3.0,1.0,3.0,4.0,0.0,3.0,,2.0,,,,,,,,,,,,
26398419,Töömstöne,grim-batol,3.0,14888.0,48.0,45.0,35.0,31.0,59.0,51.0,36.0,20.0,41.0,0.0,0.0,,,0.0,,50.0,,,100.0,71.0,127.0,65.0,61.0,86.0,45.0,36.0,5.0,32.0,1.0,2.0,,,1.0,,2.0,,,1.0,34.0,57.0,23.0,19.0,51.0,23.0,13.0,1.0,13.0,0.0,0.0,,,0.0,,1.0,,,1.0,,,,,,,,,,,,
118557550,Äribeth,burning-legion,14.0,11881.0,71.0,59.0,72.0,58.0,48.0,45.0,67.0,,55.0,,,100.0,,,,100.0,50.0,,,14.0,41.0,29.0,38.0,33.0,11.0,15.0,,11.0,,,1.0,,,,1.0,2.0,,,10.0,24.0,21.0,22.0,16.0,5.0,10.0,,6.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
169786093,Palaboost,tarren-mill,5.0,806.0,,,,0.0,,100.0,,50.0,67.0,0.0,,0.0,,33.0,,50.0,0.0,,100.0,,,,1.0,,1.0,,2.0,3.0,3.0,,1.0,,3.0,,4.0,1.0,,1.0,,,,0.0,,1.0,,1.0,2.0,0.0,,0.0,,1.0,,2.0,0.0,,1.0,75.0,,4.0,,3.0,,,,,,,
97033504,Valiteria,ragnaros,55.0,3889.0,46.0,50.0,40.0,71.0,100.0,56.0,62.0,75.0,50.0,44.0,50.0,100.0,71.0,55.0,40.0,88.0,50.0,,50.0,13.0,4.0,5.0,7.0,4.0,9.0,8.0,12.0,6.0,9.0,4.0,2.0,7.0,11.0,5.0,8.0,6.0,,4.0,6.0,2.0,2.0,5.0,4.0,5.0,5.0,9.0,3.0,4.0,2.0,2.0,5.0,6.0,2.0,7.0,3.0,,2.0,25.0,,12.0,,3.0,,,,,,,
175242365,Venoa,ragnaros,10.0,2600.0,64.0,,,0.0,,40.0,50.0,60.0,0.0,0.0,,56.0,,100.0,,60.0,33.0,,50.0,11.0,,,1.0,,5.0,2.0,5.0,3.0,2.0,,9.0,,2.0,,5.0,6.0,,2.0,7.0,,,0.0,,2.0,1.0,3.0,0.0,0.0,,5.0,,2.0,,3.0,2.0,,1.0,,,,,,,,,,,,
159539515,Ryuusuke,malganis,10.0,1132.0,100.0,50.0,100.0,0.0,,,,,,,,,,,,,,,,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98840595,Antho,los-errantes,1.0,48817.0,58.0,46.0,49.0,47.0,43.0,51.0,48.0,42.0,56.0,56.0,60.0,,,,,,,,,153.0,168.0,196.0,165.0,134.0,85.0,91.0,26.0,71.0,18.0,10.0,,,,,,,,,89.0,78.0,96.0,78.0,58.0,43.0,44.0,11.0,40.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,
93329008,Blizze,shadowsong,4.0,4390.0,50.0,25.0,27.0,43.0,100.0,62.0,20.0,17.0,60.0,40.0,0.0,17.0,,0.0,,,67.0,,,32.0,8.0,11.0,7.0,1.0,8.0,5.0,6.0,5.0,5.0,2.0,6.0,,1.0,,,3.0,,,16.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,0.0,1.0,,0.0,,,2.0,,,,,,,,,,,,,,
36592302,Johnjohnson,chamber-of-aspects,12.0,5213.0,67.0,25.0,0.0,50.0,,100.0,25.0,12.0,50.0,43.0,75.0,0.0,33.0,86.0,100.0,60.0,100.0,100.0,50.0,6.0,4.0,4.0,10.0,,1.0,4.0,8.0,6.0,7.0,4.0,1.0,3.0,7.0,2.0,5.0,3.0,8.0,2.0,4.0,1.0,0.0,5.0,,1.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,6.0,2.0,3.0,3.0,8.0,1.0,,50.0,,12.0,,6.0,,,,,,
226283851,Doríáth,sylvanas,47.0,56222.0,38.0,67.0,43.0,39.0,46.0,58.0,43.0,59.0,45.0,57.0,43.0,,,58.0,40.0,50.0,31.0,,44.0,29.0,6.0,7.0,23.0,13.0,19.0,21.0,27.0,20.0,28.0,7.0,,,12.0,15.0,12.0,13.0,,18.0,11.0,4.0,3.0,9.0,6.0,11.0,9.0,16.0,9.0,16.0,3.0,,,7.0,6.0,6.0,4.0,,8.0,,,,,,,,,,,,
156893097,Dawnbringer,archimonde,12.0,1099.0,100.0,,,,,33.0,,,,100.0,,,,100.0,0.0,0.0,0.0,,,1.0,,,,,3.0,,,,1.0,,,,2.0,3.0,2.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
129605274,Tyraf,tarren-mill,23.0,6214.0,35.0,76.0,64.0,61.0,50.0,24.0,46.0,80.0,74.0,65.0,75.0,,,300.0,0.0,,,100.0,,20.0,17.0,25.0,18.0,10.0,17.0,13.0,15.0,19.0,20.0,12.0,,,2.0,1.0,,,39.0,,7.0,13.0,16.0,11.0,5.0,4.0,6.0,12.0,14.0,13.0,9.0,,,6.0,0.0,,,39.0,,,,,,,,,,,,,
110935105,Achabae,aegwynn,28.0,2505.0,50.0,36.0,30.0,36.0,33.0,,33.0,75.0,100.0,25.0,,,0.0,67.0,0.0,50.0,,,100.0,2.0,14.0,10.0,11.0,6.0,,3.0,4.0,3.0,4.0,,,2.0,6.0,1.0,2.0,,,1.0,1.0,5.0,3.0,4.0,2.0,,1.0,3.0,3.0,1.0,,,0.0,4.0,0.0,1.0,,,1.0,,,,,,,,,,,,
196612163,Braxõn,hyjal,6.0,39.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
58490948,Castillian,auchindoun,56.0,22975.0,59.0,54.0,51.0,40.0,52.0,56.0,54.0,33.0,61.0,56.0,50.0,67.0,29.0,58.0,56.0,50.0,43.0,100.0,73.0,111.0,37.0,35.0,48.0,25.0,45.0,28.0,21.0,31.0,39.0,18.0,6.0,7.0,19.0,16.0,12.0,14.0,3.0,11.0,65.0,20.0,18.0,19.0,13.0,25.0,15.0,7.0,19.0,22.0,9.0,4.0,2.0,11.0,9.0,6.0,6.0,3.0,8.0,,50.0,,4.0,,2.0,,,,,,
156883772,Nameos,kazzak,6.0,502.0,,100.0,,100.0,100.0,,67.0,0.0,0.0,,,,,0.0,,,,,,,1.0,,1.0,1.0,,3.0,1.0,2.0,,,,,1.0,,,,,,,1.0,,1.0,1.0,,2.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
198500373,Holysoly,arathor,3.0,441.0,,,,100.0,,,25.0,,0.0,,,0.0,,,0.0,0.0,,,0.0,,,,2.0,,,4.0,,1.0,,,1.0,,,2.0,1.0,,,2.0,,,,2.0,,,1.0,,0.0,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,
165453733,Aurélion,lothar,14.0,1788.0,50.0,,,67.0,,60.0,0.0,0.0,0.0,0.0,,20.0,100.0,50.0,0.0,17.0,20.0,,25.0,2.0,,,3.0,,5.0,1.0,4.0,1.0,1.0,,5.0,1.0,4.0,1.0,6.0,5.0,,4.0,1.0,,,2.0,,3.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,
122426455,Casjopaia,thrall,16.0,558.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
160068005,Sorashana,draenor,10.0,39.0,,,,,,,0.0,100.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
153395344,Isolith,malganis,31.0,7859.0,0.0,45.0,54.0,56.0,62.0,33.0,36.0,48.0,54.0,48.0,50.0,,,,,,,,,2.0,29.0,28.0,27.0,21.0,12.0,33.0,44.0,28.0,27.0,20.0,,,,,,,,,0.0,13.0,15.0,15.0,13.0,4.0,12.0,21.0,15.0,13.0,10.0,,,,,,,,,,,,,,,,,,,,
167795307,Emilight,tarren-mill,10.0,53.0,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
159224037,Mixilpixil,stormscale,5.0,1320.0,33.0,0.0,,100.0,,50.0,0.0,,,100.0,,67.0,75.0,100.0,100.0,,100.0,,,6.0,1.0,,2.0,,6.0,1.0,,,2.0,,3.0,4.0,3.0,1.0,,1.0,,,2.0,0.0,,2.0,,3.0,0.0,,,2.0,,2.0,3.0,3.0,1.0,,1.0,,,,,,,,,,,,,,
145288139,Ameneon,twilights-hammer,8.0,7137.0,50.0,50.0,25.0,100.0,18.0,0.0,,100.0,,,,100.0,,,,,,,,4.0,4.0,8.0,1.0,11.0,2.0,,1.0,,,,2.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,0.0,,1.0,,,,2.0,,,,,,,,,0.0,,1.0,,0.0,,,,,,
196924370,Degudude,chamber-of-aspects,8.0,632.0,,,,0.0,,,100.0,67.0,25.0,50.0,,,,,100.0,50.0,0.0,,,,,,2.0,,,1.0,3.0,4.0,2.0,,,,,1.0,2.0,1.0,,,,,,0.0,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,
133407722,Enilaat,kaelthas,17.0,62.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
73281993,Tôuchstone,eredar,5.0,29773.0,44.0,29.0,44.0,44.0,44.0,42.0,25.0,0.0,50.0,50.0,0.0,100.0,,,,,,,100.0,16.0,14.0,18.0,25.0,9.0,12.0,4.0,2.0,6.0,2.0,1.0,1.0,,,,,,,1.0,7.0,4.0,8.0,11.0,4.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,
121564720,Leeröi,ravencrest,11.0,5439.0,,,,62.0,,,71.0,61.0,50.0,43.0,,,,60.0,52.0,67.0,,,55.0,,,,16.0,,,17.0,18.0,16.0,21.0,,,,20.0,21.0,21.0,,,11.0,,,,10.0,,,12.0,11.0,8.0,9.0,,,,12.0,11.0,14.0,,,6.0,,,,,,,,,,,,
74561968,Shîpsy,proudmoore,30.0,11880.0,66.0,55.0,55.0,46.0,39.0,65.0,59.0,38.0,29.0,58.0,30.0,0.0,,50.0,,0.0,,,,50.0,47.0,49.0,26.0,33.0,31.0,29.0,37.0,31.0,36.0,20.0,3.0,,4.0,,2.0,,,,33.0,26.0,27.0,12.0,13.0,20.0,17.0,14.0,9.0,21.0,6.0,0.0,,2.0,,0.0,,,,,0.0,,1.0,,0.0,,,,,,
197012210,Lolhunt,chamber-of-aspects,8.0,1943.0,50.0,,,75.0,,100.0,60.0,0.0,67.0,100.0,,50.0,100.0,78.0,100.0,50.0,25.0,,67.0,4.0,,,4.0,,2.0,5.0,2.0,6.0,5.0,,4.0,3.0,9.0,1.0,2.0,4.0,,3.0,2.0,,,3.0,,2.0,3.0,0.0,4.0,5.0,,2.0,3.0,7.0,1.0,1.0,1.0,,2.0,100.0,,1.0,,1.0,,,,,,,
245436321,Каторзник,gordunni,49.0,11461.0,47.0,38.0,36.0,56.0,11.0,60.0,48.0,46.0,52.0,56.0,56.0,40.0,0.0,55.0,44.0,50.0,45.0,,20.0,15.0,16.0,14.0,16.0,9.0,10.0,33.0,28.0,27.0,27.0,18.0,5.0,1.0,11.0,9.0,8.0,11.0,,5.0,7.0,6.0,5.0,9.0,1.0,6.0,16.0,13.0,14.0,15.0,10.0,2.0,0.0,6.0,4.0,4.0,5.0,,1.0,,0.0,,1.0,,0.0,,,,,,
