character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Deepwind Gorge won,Ashran win_rate,Arathi Basin Winter win_rate,Arathi Basin Comp Stomp win_rate,Ashran played,Arathi Basin Winter played,Arathi Basin Comp Stomp played,Ashran won,Arathi Basin Winter won,Arathi Basin Comp Stomp won,Rated Eye of the Storm win_rate,Korrak's Revenge win_rate,Rated Eye of the Storm played,Korrak's Revenge played,Rated Eye of the Storm won,Korrak's Revenge won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
178973871,Iowene,silvermoon,74.0,11499.0,39.0,61.0,44.0,74.0,56.0,40.0,74.0,100.0,64.0,20.0,0.0,,,,,,77.0,23.0,25.0,19.0,9.0,5.0,54.0,1.0,11.0,5.0,1.0,,,,,,30.0,14.0,11.0,14.0,5.0,2.0,40.0,1.0,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
202192068,Чухландок,gordunni,2.0,650.0,,,,,,,0.0,100.0,,67.0,,100.0,50.0,,,0.0,,,,,,,1.0,2.0,,3.0,,1.0,4.0,,,1.0,,,,,,,0.0,2.0,,2.0,,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
170031801,Aestheryon,drakthul,19.0,2539.0,0.0,,,,,50.0,62.0,47.0,33.0,33.0,,44.0,45.0,75.0,100.0,40.0,3.0,,,,,4.0,13.0,15.0,9.0,6.0,,9.0,11.0,8.0,1.0,10.0,0.0,,,,,2.0,8.0,7.0,3.0,2.0,,4.0,5.0,6.0,1.0,4.0,0.0,,,1.0,,,0.0,,,50.0,,6.0,,3.0,,,,
133977194,Тестастерон,eversong,6.0,6042.0,57.0,25.0,43.0,50.0,42.0,46.0,38.0,33.0,17.0,44.0,,100.0,50.0,,0.0,100.0,7.0,12.0,21.0,20.0,12.0,13.0,16.0,12.0,12.0,16.0,,1.0,2.0,,1.0,3.0,4.0,3.0,9.0,10.0,5.0,6.0,6.0,4.0,2.0,7.0,,1.0,1.0,,0.0,3.0,25.0,,,4.0,,,1.0,,,,,,,,,,,
197308139,Cdurpal,archimonde,9.0,363.0,,,,,,100.0,0.0,,,0.0,,0.0,0.0,,0.0,50.0,,,,,,1.0,2.0,,,1.0,,1.0,3.0,,1.0,2.0,,,,,,1.0,0.0,,,0.0,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,
147246916,Gorlath,ravenholdt,35.0,1283.0,,,,25.0,,,100.0,83.0,100.0,57.0,,,33.0,50.0,,50.0,,,,4.0,,,2.0,6.0,3.0,7.0,,,3.0,4.0,,6.0,,,,1.0,,,2.0,5.0,3.0,4.0,,,1.0,2.0,,3.0,100.0,,,1.0,,,1.0,,,,,,,,,,,
141416935,Voca,alleria,65.0,19219.0,38.0,55.0,62.0,50.0,,41.0,31.0,45.0,42.0,42.0,59.0,40.0,46.0,48.0,53.0,54.0,45.0,11.0,8.0,26.0,,27.0,32.0,31.0,33.0,55.0,17.0,42.0,37.0,23.0,38.0,13.0,17.0,6.0,5.0,13.0,,11.0,10.0,14.0,14.0,23.0,10.0,17.0,17.0,11.0,20.0,7.0,31.0,57.0,,13.0,7.0,,4.0,4.0,,60.0,13.0,5.0,15.0,3.0,2.0,,,
161243486,Canna,doomhammer,14.0,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,4.0,,3.0,,,
153437931,Ahzuu,ravencrest,17.0,1146.0,43.0,,,100.0,,50.0,0.0,67.0,0.0,100.0,,100.0,0.0,100.0,20.0,,7.0,,,1.0,,2.0,1.0,3.0,1.0,2.0,,3.0,1.0,1.0,5.0,,3.0,,,1.0,,1.0,0.0,2.0,0.0,2.0,,3.0,0.0,1.0,1.0,,50.0,,,2.0,,,1.0,,,,0.0,,1.0,,0.0,,,
140247153,Veldini,lightbringer,11.0,2480.0,0.0,,0.0,33.0,,33.0,67.0,0.0,0.0,62.0,0.0,50.0,50.0,33.0,0.0,50.0,2.0,,1.0,3.0,,3.0,3.0,2.0,2.0,8.0,1.0,4.0,4.0,3.0,2.0,4.0,0.0,,0.0,1.0,,1.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,2.0,80.0,,,5.0,,,4.0,,,,,,,,,,,
115824578,Mortificare,sunstrider,8.0,1408.0,50.0,67.0,100.0,100.0,,0.0,67.0,50.0,100.0,100.0,,,,,50.0,,4.0,3.0,7.0,1.0,,2.0,3.0,2.0,1.0,1.0,,,,,2.0,,2.0,2.0,7.0,1.0,,0.0,2.0,1.0,1.0,1.0,,,,,1.0,,100.0,,,1.0,,,1.0,,,,,,,,,,,
108313845,Kiwiya,ravencrest,9.0,65580.0,52.0,55.0,55.0,49.0,47.0,50.0,71.0,40.0,61.0,67.0,40.0,50.0,100.0,0.0,,100.0,81.0,212.0,207.0,113.0,150.0,34.0,42.0,10.0,28.0,12.0,5.0,2.0,1.0,1.0,,1.0,42.0,117.0,113.0,55.0,70.0,17.0,30.0,4.0,17.0,8.0,2.0,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,
121812626,Meowpally,draenor,33.0,9641.0,36.0,38.0,55.0,79.0,25.0,16.0,40.0,47.0,22.0,56.0,83.0,200.0,75.0,67.0,67.0,0.0,45.0,47.0,22.0,14.0,8.0,19.0,10.0,15.0,9.0,9.0,6.0,1.0,4.0,3.0,6.0,2.0,16.0,18.0,12.0,11.0,2.0,3.0,4.0,7.0,2.0,5.0,5.0,2.0,3.0,2.0,4.0,0.0,,50.0,100.0,,2.0,1.0,,1.0,1.0,,100.0,,4.0,,4.0,,,
193629614,Khalssarian,thunderhorn,2.0,173.0,0.0,,,0.0,,,,0.0,100.0,0.0,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,0.0,,,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
110986811,Brunnhildex,garrosh,30.0,3609.0,,47.0,67.0,33.0,,,80.0,67.0,36.0,25.0,60.0,120.0,100.0,100.0,,,,19.0,9.0,6.0,,,10.0,15.0,14.0,12.0,5.0,5.0,1.0,1.0,,,,9.0,6.0,2.0,,,8.0,10.0,5.0,3.0,3.0,6.0,1.0,1.0,,,,100.0,100.0,,1.0,1.0,,1.0,1.0,,,,,,,,,
212750981,Minwar,sylvanas,22.0,17642.0,71.0,53.0,44.0,49.0,56.0,61.0,53.0,38.0,50.0,85.0,70.0,55.0,62.0,75.0,100.0,100.0,38.0,109.0,54.0,51.0,25.0,33.0,53.0,13.0,46.0,13.0,10.0,11.0,8.0,12.0,1.0,1.0,27.0,58.0,24.0,25.0,14.0,20.0,28.0,5.0,23.0,11.0,7.0,6.0,5.0,9.0,1.0,1.0,100.0,,100.0,2.0,,2.0,2.0,,2.0,1000.0,,1.0,,10.0,,,,
111052905,Lisburn,eonar,8.0,16434.0,41.0,38.0,61.0,49.0,36.0,50.0,33.0,43.0,36.0,26.0,67.0,,,,,50.0,73.0,55.0,51.0,57.0,64.0,40.0,15.0,23.0,25.0,19.0,6.0,,,,,2.0,30.0,21.0,31.0,28.0,23.0,20.0,5.0,10.0,9.0,5.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,
156967572,Elmartopilon,magtheridon,9.0,4370.0,40.0,57.0,38.0,56.0,33.0,75.0,38.0,38.0,0.0,20.0,0.0,50.0,100.0,50.0,,100.0,5.0,14.0,16.0,9.0,12.0,4.0,8.0,13.0,3.0,5.0,5.0,2.0,3.0,2.0,,1.0,2.0,8.0,6.0,5.0,4.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,,1.0,,,100.0,,,4.0,,,4.0,,,,,,,,,
179215610,Иладриель,soulflayer,20.0,46.0,,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168636428,Zonnetjes,silvermoon,12.0,4826.0,60.0,50.0,56.0,42.0,,53.0,0.0,50.0,0.0,60.0,60.0,58.0,0.0,75.0,33.0,,20.0,4.0,9.0,12.0,,19.0,5.0,6.0,7.0,10.0,10.0,12.0,1.0,4.0,3.0,,12.0,2.0,5.0,5.0,,10.0,0.0,3.0,0.0,6.0,6.0,7.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
85178300,Haxxsor,outland,20.0,2134.0,53.0,33.0,0.0,50.0,62.0,44.0,33.0,43.0,0.0,45.0,40.0,,,,,,15.0,3.0,5.0,6.0,13.0,9.0,3.0,7.0,5.0,11.0,5.0,,,,,,8.0,1.0,0.0,3.0,8.0,4.0,1.0,3.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
196045964,Бирнисон,goldrinn,23.0,4598.0,60.0,,,62.0,,67.0,50.0,54.0,40.0,14.0,100.0,73.0,33.0,40.0,29.0,60.0,10.0,,,13.0,,3.0,16.0,13.0,10.0,7.0,1.0,11.0,12.0,10.0,7.0,5.0,6.0,,,8.0,,2.0,8.0,7.0,4.0,1.0,1.0,8.0,4.0,4.0,2.0,3.0,,50.0,,,2.0,,,1.0,,0.0,,1.0,,0.0,,,,
143111354,Tiyeye,archimonde,6.0,1330.0,0.0,,,100.0,,50.0,,100.0,,100.0,,50.0,0.0,0.0,0.0,100.0,3.0,,,1.0,,2.0,,1.0,,1.0,,2.0,1.0,1.0,2.0,1.0,0.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,67.0,50.0,,3.0,2.0,,2.0,1.0,,,,,,,,,,
169801239,Сакремони,gordunni,23.0,15580.0,62.0,43.0,59.0,48.0,9.0,54.0,38.0,41.0,50.0,60.0,64.0,43.0,75.0,80.0,0.0,100.0,8.0,72.0,49.0,42.0,11.0,13.0,24.0,17.0,38.0,15.0,11.0,14.0,4.0,5.0,3.0,1.0,5.0,31.0,29.0,20.0,1.0,7.0,9.0,7.0,19.0,9.0,7.0,6.0,3.0,4.0,0.0,1.0,0.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,
244961278,Mathúin,ghostlands,8.0,447.0,50.0,,,,,,,50.0,0.0,,,,50.0,,,0.0,2.0,,,,,,,2.0,1.0,,,,4.0,,,1.0,1.0,,,,,,,1.0,0.0,,,,2.0,,,0.0,33.0,,,3.0,,,1.0,,,100.0,,1.0,,1.0,,,,
105784772,Rextar,archimonde,5.0,2170.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,100.0,,,1.0,,,1.0,,,,,,,,,
123065789,Zalladin,draenor,14.0,161.0,,,,,,,,,,0.0,,50.0,,,100.0,,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
97450892,Zäzou,elune,5.0,6533.0,50.0,53.0,33.0,0.0,33.0,25.0,33.0,0.0,0.0,60.0,,,0.0,50.0,0.0,,4.0,19.0,9.0,1.0,6.0,4.0,3.0,1.0,1.0,5.0,,,1.0,2.0,1.0,,2.0,10.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
197456256,Keirri,chamber-of-aspects,25.0,1520.0,33.0,100.0,100.0,100.0,67.0,33.0,67.0,100.0,67.0,60.0,50.0,,0.0,,,,6.0,3.0,1.0,1.0,3.0,12.0,6.0,2.0,6.0,5.0,2.0,,1.0,,,,2.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,
155879663,Honeymelon,antonidas,9.0,18426.0,54.0,54.0,60.0,52.0,56.0,89.0,17.0,,62.0,,,,0.0,,,,50.0,52.0,53.0,63.0,57.0,9.0,6.0,,8.0,,,,1.0,,,,27.0,28.0,32.0,33.0,32.0,8.0,1.0,,5.0,,,,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,
52707176,Kroden,dun-modr,15.0,7238.0,62.0,50.0,47.0,32.0,37.0,50.0,,25.0,0.0,33.0,100.0,,,,,,24.0,26.0,32.0,31.0,43.0,16.0,,4.0,3.0,3.0,1.0,,,,,,15.0,13.0,15.0,10.0,16.0,8.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
178770969,Раггнар,goldrinn,37.0,13330.0,0.0,33.0,100.0,60.0,,100.0,55.0,60.0,52.0,75.0,86.0,72.0,68.0,56.0,100.0,65.0,3.0,6.0,1.0,47.0,,2.0,31.0,35.0,29.0,40.0,7.0,32.0,25.0,18.0,1.0,23.0,0.0,2.0,1.0,28.0,,2.0,17.0,21.0,15.0,30.0,6.0,23.0,17.0,10.0,1.0,15.0,50.0,100.0,100.0,2.0,1.0,1.0,1.0,1.0,1.0,,25.0,,4.0,,1.0,,,
193922696,Аиовин,gordunni,8.0,5238.0,91.0,17.0,0.0,33.0,38.0,69.0,31.0,20.0,33.0,20.0,100.0,,,,0.0,,32.0,18.0,7.0,12.0,8.0,16.0,13.0,5.0,6.0,10.0,3.0,,,,2.0,,29.0,3.0,0.0,4.0,3.0,11.0,4.0,1.0,2.0,2.0,3.0,,,,0.0,,,,,,,,,,,,100.0,,2.0,,2.0,,,
112791639,Hezdroon,ravencrest,10.0,93580.0,55.0,51.0,52.0,65.0,53.0,63.0,67.0,83.0,64.0,71.0,83.0,57.0,63.0,60.0,,30.0,274.0,214.0,245.0,155.0,188.0,167.0,39.0,12.0,85.0,24.0,12.0,14.0,30.0,25.0,,10.0,152.0,109.0,128.0,101.0,100.0,105.0,26.0,10.0,54.0,17.0,10.0,8.0,19.0,15.0,,3.0,,,,,,,,,,620.0,11.0,5.0,9.0,31.0,1.0,,,
172407675,Щапчихну,howling-fjord,9.0,2796.0,50.0,,,,,67.0,33.0,67.0,58.0,54.0,,58.0,0.0,33.0,0.0,50.0,2.0,,,,,3.0,6.0,6.0,12.0,13.0,,12.0,3.0,6.0,1.0,10.0,1.0,,,,,2.0,2.0,4.0,7.0,7.0,,7.0,0.0,2.0,0.0,5.0,29.0,,,7.0,,,2.0,,,50.0,,4.0,,2.0,,,,
190776907,Kínky,frostmane,194.0,190946.0,67.0,73.0,59.0,63.0,66.0,65.0,69.0,68.0,65.0,77.0,75.0,287.0,64.0,64.0,60.0,40.0,419.0,572.0,562.0,294.0,248.0,321.0,398.0,367.0,353.0,367.0,271.0,71.0,28.0,22.0,10.0,5.0,279.0,416.0,331.0,185.0,163.0,210.0,275.0,249.0,230.0,282.0,202.0,204.0,18.0,14.0,6.0,2.0,0.0,100.0,100.0,3.0,1.0,1.0,0.0,1.0,1.0,3375.0,20.0,4.0,5.0,135.0,1.0,,,
157065923,Lightcrusade,silvermoon,38.0,16092.0,64.0,49.0,51.0,61.0,59.0,42.0,61.0,50.0,44.0,25.0,50.0,100.0,,,,,92.0,79.0,93.0,72.0,54.0,19.0,31.0,6.0,50.0,4.0,6.0,1.0,,,,,59.0,39.0,47.0,44.0,32.0,8.0,19.0,3.0,22.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
134200391,Chuipàlà,sargeras,31.0,1749.0,50.0,50.0,67.0,0.0,,0.0,60.0,17.0,62.0,50.0,0.0,83.0,,0.0,,0.0,2.0,8.0,3.0,3.0,,1.0,5.0,6.0,8.0,2.0,1.0,6.0,,1.0,,1.0,1.0,4.0,2.0,0.0,,0.0,3.0,1.0,5.0,1.0,0.0,5.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,
166491750,Хоулимолли,howling-fjord,31.0,275.0,0.0,,,,,100.0,100.0,,,100.0,,0.0,,0.0,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,0.0,,,,,1.0,1.0,,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
131433546,Harycon,thrall,50.0,772.0,,,,100.0,,,0.0,33.0,33.0,75.0,,50.0,0.0,33.0,,50.0,,,,1.0,,,1.0,3.0,6.0,4.0,,2.0,1.0,3.0,,2.0,,,,1.0,,,0.0,1.0,2.0,3.0,,1.0,0.0,1.0,,1.0,0.0,,,1.0,,,0.0,,,,,,,,,,,
165953154,Маэсътро,howling-fjord,9.0,891.0,100.0,,,,,,,100.0,,,,50.0,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,100.0,,,1.0,,,1.0,,100.0,,1.0,,1.0,,,
167110208,Lypa,blackmoore,3.0,252.0,,,,,,,,67.0,100.0,100.0,,0.0,0.0,,0.0,,,,,,,,,3.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,2.0,1.0,1.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
156031257,Prïsta,ysondre,8.0,2102.0,20.0,,,50.0,,67.0,0.0,,50.0,50.0,,33.0,0.0,0.0,0.0,100.0,5.0,,,2.0,,3.0,1.0,,2.0,2.0,,3.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,2.0,0.0,,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,,,0.0,,,,71.0,,7.0,,5.0,,,
131403913,Weinbaron,malfurion,11.0,3041.0,75.0,,,43.0,,50.0,57.0,33.0,60.0,44.0,,40.0,31.0,50.0,,40.0,4.0,,,7.0,,2.0,14.0,12.0,10.0,9.0,,10.0,13.0,2.0,,10.0,3.0,,,3.0,,1.0,8.0,4.0,6.0,4.0,,4.0,4.0,1.0,,4.0,,,,,,,,,,,0.0,,2.0,,0.0,,,
245756157,Snuffin,arathor,21.0,6132.0,14.0,,,60.0,,69.0,70.0,56.0,80.0,50.0,,62.0,33.0,50.0,36.0,50.0,7.0,,,10.0,,16.0,10.0,9.0,5.0,4.0,,8.0,3.0,6.0,11.0,6.0,1.0,,,6.0,,11.0,7.0,5.0,4.0,2.0,,5.0,1.0,3.0,4.0,3.0,71.0,50.0,,7.0,2.0,,5.0,1.0,,,0.0,,1.0,,0.0,,,
12438569,Lonothar,tyrande,78.0,14333.0,,100.0,0.0,40.0,,,50.0,67.0,44.0,71.0,100.0,33.0,0.0,0.0,100.0,,,1.0,1.0,5.0,,,4.0,3.0,9.0,7.0,2.0,9.0,3.0,2.0,1.0,,,1.0,0.0,2.0,,,2.0,2.0,4.0,5.0,2.0,3.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
153749554,Sÿstem,eitrigg,33.0,6262.0,100.0,43.0,80.0,18.0,29.0,100.0,24.0,48.0,34.0,50.0,22.0,43.0,33.0,75.0,50.0,100.0,2.0,23.0,5.0,11.0,14.0,5.0,21.0,31.0,29.0,26.0,9.0,7.0,3.0,4.0,2.0,4.0,2.0,10.0,4.0,2.0,4.0,5.0,5.0,15.0,10.0,13.0,2.0,3.0,1.0,3.0,1.0,4.0,,,,,,,,,,0.0,,1.0,,0.0,,,,
225939240,Bêren,sylvanas,17.0,1166.0,100.0,,,100.0,,100.0,0.0,0.0,0.0,33.0,,75.0,67.0,67.0,0.0,0.0,1.0,,,1.0,,2.0,2.0,2.0,1.0,6.0,,4.0,3.0,3.0,2.0,2.0,1.0,,,1.0,,2.0,0.0,0.0,0.0,2.0,,3.0,2.0,2.0,0.0,0.0,,,100.0,,,1.0,,,1.0,,,,,,,,,
154156029,Saluai,ravencrest,10.0,1344.0,75.0,0.0,33.0,20.0,0.0,100.0,50.0,50.0,33.0,67.0,33.0,,,,,,4.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,,,,,,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
91299244,Demigawd,thunderhorn,12.0,6461.0,54.0,100.0,100.0,67.0,,35.0,17.0,67.0,40.0,88.0,,56.0,33.0,62.0,92.0,50.0,13.0,4.0,1.0,3.0,,17.0,6.0,12.0,5.0,8.0,,9.0,6.0,13.0,13.0,6.0,7.0,4.0,1.0,2.0,,6.0,1.0,8.0,2.0,7.0,,5.0,2.0,8.0,12.0,3.0,61.0,50.0,,18.0,2.0,,11.0,1.0,,100.0,,1.0,,1.0,,,,
86803348,Lyömätön,stormreaver,7.0,11796.0,54.0,75.0,64.0,74.0,72.0,45.0,81.0,65.0,71.0,64.0,81.0,75.0,67.0,100.0,75.0,100.0,76.0,20.0,25.0,19.0,18.0,11.0,16.0,23.0,21.0,22.0,21.0,4.0,3.0,2.0,4.0,1.0,41.0,15.0,16.0,14.0,13.0,5.0,13.0,15.0,15.0,14.0,17.0,3.0,2.0,2.0,3.0,1.0,80.0,80.0,,5.0,5.0,,4.0,4.0,,,,,,,,,,
208512764,Palastos,runetotem,50.0,125.0,,,,,,,,0.0,,0.0,,,,100.0,,0.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,0.0,,0.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,
155566305,Eurojr,dun-modr,60.0,21156.0,50.0,37.0,40.0,43.0,,40.0,24.0,59.0,44.0,54.0,50.0,43.0,66.0,31.0,43.0,50.0,58.0,35.0,52.0,61.0,,65.0,17.0,41.0,27.0,35.0,16.0,23.0,62.0,16.0,60.0,22.0,29.0,13.0,21.0,26.0,,26.0,4.0,24.0,12.0,19.0,8.0,10.0,41.0,5.0,26.0,11.0,33.0,36.0,100.0,3.0,22.0,2.0,1.0,8.0,2.0,200.0,18.0,1.0,11.0,2.0,2.0,,,
177388611,Tankforu,azjolnerub,17.0,722.0,0.0,,,,,100.0,50.0,,100.0,,,80.0,0.0,0.0,100.0,0.0,1.0,,,,,1.0,2.0,,1.0,,,5.0,1.0,1.0,1.0,2.0,0.0,,,,,1.0,1.0,,1.0,,,4.0,0.0,0.0,1.0,0.0,,100.0,,,1.0,,,1.0,,0.0,,1.0,,0.0,,,,
89374458,Khärnage,dalaran,1.0,669.0,0.0,,100.0,0.0,,0.0,100.0,33.0,0.0,0.0,,0.0,,0.0,,,2.0,,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,,0.0,,1.0,0.0,,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
158530635,Жывуля,soulflayer,21.0,3311.0,,17.0,67.0,50.0,33.0,100.0,67.0,88.0,50.0,20.0,50.0,100.0,0.0,,,,,6.0,6.0,6.0,6.0,1.0,9.0,17.0,14.0,10.0,6.0,1.0,1.0,,,,,1.0,4.0,3.0,2.0,1.0,6.0,15.0,7.0,2.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,
149473225,Leahra,defias-brotherhood,40.0,1055.0,100.0,,,100.0,,33.0,50.0,0.0,50.0,67.0,,0.0,67.0,100.0,50.0,50.0,3.0,,,1.0,,3.0,2.0,1.0,2.0,3.0,,1.0,3.0,2.0,2.0,4.0,3.0,,,1.0,,1.0,1.0,0.0,1.0,2.0,,0.0,2.0,2.0,1.0,2.0,0.0,,,4.0,,,0.0,,,,,,,,,,,
192318573,Bloodytrain,kazzak,47.0,5802.0,63.0,0.0,,50.0,,60.0,83.0,25.0,100.0,50.0,0.0,25.0,57.0,33.0,40.0,44.0,19.0,1.0,,4.0,,20.0,6.0,8.0,2.0,4.0,1.0,4.0,7.0,6.0,5.0,9.0,12.0,0.0,,2.0,,12.0,5.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,4.0,80.0,67.0,100.0,5.0,3.0,9.0,4.0,2.0,9.0,0.0,78.0,3.0,9.0,0.0,7.0,,,
63277357,Yippiekiyay,aggramar,16.0,5613.0,45.0,,,,0.0,,50.0,100.0,,50.0,0.0,,,,,,20.0,,,,1.0,,2.0,1.0,,2.0,1.0,,,,,,9.0,,,,0.0,,1.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
24178328,Adeodatus,wildhammer,1.0,1382.0,50.0,0.0,50.0,0.0,,,,,,,,,,,,,4.0,1.0,8.0,1.0,,,,,,,,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115303327,Cycator,suramar,9.0,3132.0,83.0,,,44.0,,100.0,50.0,0.0,38.0,57.0,,75.0,0.0,50.0,60.0,25.0,6.0,,,9.0,,3.0,2.0,6.0,8.0,7.0,,4.0,7.0,4.0,5.0,4.0,5.0,,,4.0,,3.0,1.0,0.0,3.0,4.0,,3.0,0.0,2.0,3.0,1.0,50.0,0.0,,2.0,3.0,,1.0,0.0,,,0.0,,2.0,,0.0,,,
241898116,Phavour,sylvanas,33.0,40897.0,61.0,51.0,46.0,50.0,42.0,58.0,56.0,51.0,51.0,54.0,58.0,50.0,50.0,44.0,67.0,25.0,148.0,176.0,127.0,125.0,66.0,130.0,113.0,93.0,135.0,91.0,50.0,6.0,2.0,9.0,3.0,4.0,90.0,89.0,58.0,63.0,28.0,76.0,63.0,47.0,69.0,49.0,29.0,3.0,1.0,4.0,2.0,1.0,100.0,50.0,,1.0,2.0,,1.0,1.0,,,0.0,,1.0,,0.0,,,
145542859,Lighar,auchindoun,15.0,5181.0,40.0,50.0,25.0,47.0,25.0,33.0,71.0,32.0,54.0,33.0,60.0,33.0,20.0,57.0,100.0,55.0,30.0,16.0,8.0,19.0,4.0,6.0,21.0,25.0,24.0,18.0,5.0,12.0,5.0,7.0,1.0,11.0,12.0,8.0,2.0,9.0,1.0,2.0,15.0,8.0,13.0,6.0,3.0,4.0,1.0,4.0,1.0,6.0,33.0,,,3.0,,,1.0,,,,,,,,,,,
115686417,Levalia,blackmoore,8.0,4527.0,46.0,50.0,0.0,33.0,,45.0,20.0,80.0,,38.0,50.0,100.0,25.0,33.0,0.0,50.0,13.0,4.0,5.0,9.0,,20.0,5.0,5.0,,8.0,4.0,1.0,4.0,3.0,4.0,2.0,6.0,2.0,0.0,3.0,,9.0,1.0,4.0,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,50.0,67.0,,2.0,3.0,,1.0,2.0,,,,,,,,,,
210347855,Берилиум,grom,15.0,4882.0,57.0,0.0,43.0,67.0,33.0,43.0,57.0,55.0,67.0,71.0,,44.0,62.0,0.0,25.0,67.0,7.0,4.0,7.0,9.0,3.0,7.0,7.0,11.0,6.0,7.0,,9.0,8.0,2.0,4.0,6.0,4.0,0.0,3.0,6.0,1.0,3.0,4.0,6.0,4.0,5.0,,4.0,5.0,0.0,1.0,4.0,50.0,,100.0,2.0,,1.0,1.0,,1.0,33.0,,3.0,,1.0,,,,
