character.id,character.name,character.realm.slug,honor_level,honorable_kills,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Isle of Conquest win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Arathi Basin win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Isle of Conquest played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Arathi Basin played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Isle of Conquest won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Arathi Basin won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
193900980,Feeaturez,outland,15.0,1425.0,25.0,,,100.0,,50.0,50.0,50.0,40.0,33.0,,100.0,,,25.0,100.0,100.0,50.0,,,100.0,4.0,,,1.0,,4.0,2.0,4.0,5.0,3.0,,1.0,,,4.0,1.0,2.0,4.0,,,1.0,1.0,,,1.0,,2.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,,,1.0,67.0,3.0,2.0,,,
172336374,Holypaladinn,kazzak,63.0,653.0,,,,,,,,,0.0,,,,,,17.0,100.0,0.0,,,,50.0,,,,,,,,,3.0,,,,,,6.0,1.0,5.0,,,,2.0,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,,1.0,,,,,,
80447738,Expandur,grim-batol,6.0,1654.0,83.0,33.0,17.0,60.0,83.0,70.0,0.0,,14.0,33.0,,100.0,,,50.0,,0.0,0.0,,0.0,,6.0,3.0,6.0,5.0,6.0,10.0,1.0,,7.0,3.0,,1.0,,,2.0,,1.0,1.0,,1.0,,5.0,1.0,1.0,3.0,5.0,7.0,0.0,,1.0,1.0,,1.0,,,1.0,,0.0,0.0,,0.0,,,,,0.0,1.0,0.0
149909347,Kigomai,elune,11.0,528.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,100.0,25.0,0.0,,,,100.0,100.0,0.0,,,,,1.0,3.0,2.0,1.0,2.0,,1.0,6.0,1.0,4.0,1.0,,,,1.0,1.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,,,,,,,,,,
142053403,Cruciamentum,tarren-mill,57.0,1859.0,40.0,,,50.0,,83.0,0.0,0.0,0.0,33.0,,100.0,,,67.0,33.0,0.0,50.0,,,100.0,10.0,,,4.0,,6.0,1.0,1.0,2.0,3.0,,2.0,,,3.0,3.0,1.0,2.0,,,2.0,4.0,,,2.0,,5.0,0.0,0.0,0.0,1.0,,2.0,,,2.0,1.0,0.0,1.0,,,2.0,,,,,,
95536295,Inkvizítor,twisting-nether,24.0,9748.0,39.0,57.0,70.0,35.0,61.0,18.0,50.0,60.0,100.0,67.0,0.0,,,,,,,,,,,36.0,28.0,23.0,34.0,23.0,11.0,2.0,5.0,1.0,3.0,2.0,,,,,,,,,,,14.0,16.0,16.0,12.0,14.0,2.0,1.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,
126803637,Lundo,silvermoon,21.0,1743.0,71.0,,50.0,40.0,33.0,100.0,0.0,50.0,50.0,25.0,100.0,50.0,,,400.0,100.0,,,,,0.0,7.0,,2.0,5.0,3.0,2.0,4.0,8.0,4.0,4.0,2.0,2.0,,,1.0,1.0,,,,,1.0,5.0,,1.0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,2.0,1.0,,,4.0,1.0,,,,,0.0,,,,,,
242774635,Катрвандис,eversong,3.0,193.0,,,,,,,100.0,,100.0,0.0,,,,,0.0,,33.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,1.0,,1.0,0.0,,,,,0.0,,1.0,,,,,,,,,,
165387413,Fidel,die-ewige-wacht,27.0,75.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
136938662,Komaster,todeswache,6.0,4186.0,50.0,49.0,11.0,60.0,,100.0,100.0,40.0,100.0,50.0,,50.0,100.0,,100.0,0.0,,100.0,,,0.0,8.0,35.0,9.0,5.0,,5.0,1.0,5.0,1.0,2.0,,2.0,1.0,,1.0,1.0,,1.0,,,2.0,4.0,17.0,1.0,3.0,,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,0.0,,1.0,,,0.0,,,,,,
226274304,Valithria,sylvanas,58.0,7799.0,56.0,33.0,33.0,62.0,100.0,71.0,50.0,33.0,80.0,73.0,50.0,,,,100.0,80.0,62.0,29.0,100.0,0.0,,9.0,3.0,3.0,8.0,1.0,7.0,2.0,6.0,5.0,11.0,8.0,,,,2.0,10.0,8.0,7.0,51.0,2.0,,5.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,8.0,4.0,,,,2.0,8.0,5.0,2.0,51.0,0.0,,75.0,4.0,3.0,,,
107767012,Bloodykawaii,ravencrest,30.0,13434.0,50.0,55.0,77.0,71.0,80.0,69.0,70.0,58.0,62.0,56.0,67.0,,,,44.0,50.0,67.0,33.0,,,0.0,78.0,31.0,13.0,21.0,10.0,39.0,27.0,24.0,16.0,25.0,24.0,,,,9.0,8.0,3.0,9.0,,,1.0,39.0,17.0,10.0,15.0,8.0,27.0,19.0,14.0,10.0,14.0,16.0,,,,4.0,4.0,2.0,3.0,,,0.0,,,,,,
88842309,Icra,eredar,11.0,1906.0,,33.0,67.0,40.0,80.0,0.0,75.0,67.0,40.0,40.0,100.0,,,,50.0,100.0,50.0,,,,50.0,,3.0,3.0,5.0,5.0,1.0,4.0,3.0,5.0,5.0,2.0,,,,2.0,3.0,2.0,,,,2.0,,1.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,,,,1.0,3.0,1.0,,,,1.0,,,,,,
78973088,Киирраа,gordunni,44.0,29121.0,46.0,51.0,39.0,59.0,46.0,66.0,58.0,69.0,57.0,68.0,54.0,,0.0,,100.0,,0.0,,,,,26.0,136.0,80.0,66.0,56.0,29.0,50.0,26.0,63.0,19.0,13.0,,1.0,,1.0,,1.0,,,,,12.0,69.0,31.0,39.0,26.0,19.0,29.0,18.0,36.0,13.0,7.0,,0.0,,1.0,,0.0,,,,,,,,,,
164481952,Tuktukswyg,ragnaros,33.0,274.0,,,,0.0,,,,100.0,50.0,,,,,,,0.0,,,,,0.0,,,,1.0,,,,1.0,2.0,,,,,,,1.0,,,,,1.0,,,,0.0,,,,1.0,1.0,,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,,,
176474438,Vìzzer,burning-legion,55.0,2516.0,0.0,100.0,100.0,33.0,,,43.0,33.0,50.0,55.0,60.0,100.0,,,100.0,78.0,57.0,,,,62.0,1.0,2.0,1.0,9.0,,,7.0,9.0,10.0,11.0,5.0,1.0,,,5.0,9.0,14.0,,,,8.0,0.0,2.0,1.0,3.0,,,3.0,3.0,5.0,6.0,3.0,1.0,,,5.0,7.0,8.0,,,,5.0,,,,,,
81816192,Clëment,dun-modr,72.0,5852.0,0.0,100.0,,64.0,,50.0,58.0,38.0,58.0,45.0,100.0,0.0,,,40.0,45.0,39.0,0.0,,,47.0,2.0,1.0,,11.0,,2.0,12.0,21.0,12.0,11.0,1.0,1.0,,,15.0,11.0,18.0,1.0,,,19.0,0.0,1.0,,7.0,,1.0,7.0,8.0,7.0,5.0,1.0,0.0,,,6.0,5.0,7.0,0.0,,,9.0,88.0,8.0,7.0,,,
159190966,Cynaliight,malygos,3.0,1012.0,100.0,,,100.0,,,0.0,20.0,0.0,33.0,,,,,50.0,100.0,100.0,,,67.0,100.0,1.0,,,4.0,,,2.0,5.0,1.0,3.0,,,,,2.0,1.0,1.0,,,3.0,1.0,1.0,,,4.0,,,0.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,,,2.0,1.0,,,,,,
245074253,Лайтревендж,gordunni,97.0,2706.0,86.0,,,50.0,,29.0,,40.0,0.0,100.0,,33.0,,,100.0,100.0,,67.0,,,0.0,7.0,,,2.0,,7.0,,5.0,1.0,1.0,,6.0,,,1.0,1.0,,6.0,,,2.0,6.0,,,1.0,,2.0,,2.0,0.0,1.0,,2.0,,,1.0,1.0,,4.0,,,0.0,,,,,,
158139049,Dakhala,zuljin,121.0,1754.0,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,
195546891,Drakhs,archimonde,7.0,365.0,,,,,,,,,,0.0,,0.0,,,,100.0,,0.0,,,,,,,,,,,,,1.0,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,0.0,,0.0,,,,1.0,,0.0,,,,,,,,,
181677258,Саффирин,gordunni,14.0,1222.0,100.0,50.0,67.0,50.0,50.0,,0.0,40.0,,50.0,100.0,,,,,,,,,,,1.0,6.0,3.0,2.0,4.0,,3.0,5.0,,2.0,1.0,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,,0.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
183554794,Lumbricus,silvermoon,30.0,1190.0,,,,0.0,,,100.0,71.0,100.0,75.0,80.0,,,,100.0,50.0,67.0,,,,,,,,1.0,,,6.0,7.0,3.0,4.0,5.0,,,,1.0,8.0,3.0,,,,,,,,0.0,,,6.0,5.0,3.0,3.0,4.0,,,,1.0,4.0,2.0,,,,,,,,,,
153838832,Dizzlybubele,antonidas,8.0,1450.0,50.0,,50.0,,100.0,71.0,60.0,0.0,100.0,0.0,,0.0,,,50.0,75.0,,40.0,,,,2.0,,2.0,,1.0,7.0,5.0,3.0,2.0,4.0,,2.0,,,2.0,4.0,,5.0,,,,1.0,,1.0,,1.0,5.0,3.0,0.0,2.0,0.0,,0.0,,,1.0,3.0,,2.0,,,,,,,,,
158756857,Lumarmacil,conseil-des-ombres,19.0,1648.0,50.0,,,100.0,,100.0,100.0,100.0,67.0,33.0,,20.0,,,50.0,100.0,0.0,33.0,,,50.0,4.0,,,1.0,,3.0,3.0,1.0,3.0,3.0,,5.0,,,4.0,2.0,1.0,3.0,,,2.0,2.0,,,1.0,,3.0,3.0,1.0,2.0,1.0,,1.0,,,2.0,2.0,0.0,1.0,,,1.0,50.0,2.0,1.0,,,
90216694,Хамердес,howling-fjord,12.0,3436.0,0.0,25.0,57.0,88.0,50.0,0.0,71.0,80.0,33.0,38.0,100.0,,,,75.0,43.0,50.0,100.0,100.0,,50.0,1.0,4.0,7.0,8.0,2.0,1.0,7.0,5.0,3.0,13.0,4.0,,,,4.0,7.0,2.0,1.0,20.0,,2.0,0.0,1.0,4.0,7.0,1.0,0.0,5.0,4.0,1.0,5.0,4.0,,,,3.0,3.0,1.0,1.0,20.0,,1.0,,,,,,
159311085,Lahyanna,hyjal,26.0,9675.0,69.0,20.0,67.0,25.0,17.0,50.0,43.0,22.0,44.0,29.0,0.0,0.0,,,57.0,67.0,57.0,50.0,,50.0,20.0,13.0,15.0,3.0,12.0,6.0,4.0,21.0,18.0,16.0,24.0,5.0,2.0,,,7.0,12.0,7.0,6.0,,2.0,5.0,9.0,3.0,2.0,3.0,1.0,2.0,9.0,4.0,7.0,7.0,0.0,0.0,,,4.0,8.0,4.0,3.0,,1.0,1.0,,,,,,
116613516,Кабриана,gordunni,4.0,9531.0,47.0,20.0,25.0,38.0,38.0,60.0,21.0,50.0,26.0,45.0,14.0,0.0,,,100.0,33.0,,,,,0.0,36.0,41.0,36.0,53.0,40.0,40.0,42.0,6.0,31.0,11.0,7.0,1.0,,,2.0,3.0,,,,,1.0,17.0,8.0,9.0,20.0,15.0,24.0,9.0,3.0,8.0,5.0,1.0,0.0,,,2.0,1.0,,,,,0.0,,,,,,
161920766,Konstitucion,sanguino,26.0,60.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116301949,Faradaddy,sunstrider,15.0,37871.0,67.0,51.0,55.0,35.0,58.0,57.0,46.0,50.0,64.0,50.0,0.0,0.0,,,90.0,40.0,62.0,40.0,,58.0,50.0,58.0,51.0,67.0,62.0,98.0,63.0,13.0,10.0,25.0,12.0,2.0,1.0,,,10.0,10.0,13.0,5.0,,12.0,12.0,39.0,26.0,37.0,22.0,57.0,36.0,6.0,5.0,16.0,6.0,0.0,0.0,,,9.0,4.0,8.0,2.0,,7.0,6.0,,,,,,
154689899,Kartonas,ravencrest,5.0,1493.0,,,,0.0,,0.0,50.0,0.0,,75.0,,0.0,,,,50.0,0.0,20.0,,,100.0,,,,2.0,,4.0,2.0,2.0,,4.0,,4.0,,,,2.0,1.0,5.0,,,1.0,,,,0.0,,0.0,1.0,0.0,,3.0,,0.0,,,,1.0,0.0,1.0,,,1.0,,,,,,
245739784,Tacobubble,sylvanas,31.0,6489.0,50.0,78.0,50.0,44.0,67.0,50.0,19.0,18.0,29.0,64.0,50.0,100.0,,,56.0,18.0,58.0,,,0.0,40.0,12.0,9.0,10.0,9.0,3.0,4.0,16.0,11.0,7.0,22.0,2.0,2.0,,,9.0,11.0,12.0,,,3.0,5.0,6.0,7.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,14.0,1.0,2.0,,,5.0,2.0,7.0,,,0.0,2.0,,,,,,
82517052,Tesdin,onyxia,4.0,868.0,,100.0,100.0,100.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,100.0,,,,,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,1.0,,2.0,,,,,,1.0,,,,,2.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,1.0,,,,,,,,,
241026765,Напалий,greymane,29.0,9851.0,72.0,40.0,55.0,65.0,44.0,67.0,52.0,54.0,64.0,56.0,47.0,0.0,,,45.0,33.0,0.0,60.0,,,100.0,18.0,5.0,11.0,17.0,16.0,18.0,25.0,13.0,11.0,16.0,17.0,2.0,,,11.0,3.0,3.0,5.0,,,2.0,13.0,2.0,6.0,11.0,7.0,12.0,13.0,7.0,7.0,9.0,8.0,0.0,,,5.0,1.0,0.0,3.0,,,2.0,,,,,,
134349797,Holywall,dun-morogh,39.0,1227.0,67.0,,,100.0,,67.0,0.0,,,,,0.0,,,100.0,,100.0,25.0,,,,3.0,,,1.0,,3.0,1.0,,,,,3.0,,,1.0,,1.0,4.0,,,,2.0,,,1.0,,2.0,0.0,,,,,0.0,,,1.0,,1.0,1.0,,,,,,,,,
74561968,Shîpsy,proudmoore,30.0,11880.0,66.0,55.0,55.0,46.0,39.0,65.0,59.0,38.0,29.0,58.0,30.0,0.0,,,50.0,,0.0,,,0.0,,50.0,47.0,49.0,26.0,33.0,31.0,29.0,37.0,31.0,36.0,20.0,3.0,,,4.0,,2.0,,,1.0,,33.0,26.0,27.0,12.0,13.0,20.0,17.0,14.0,9.0,21.0,6.0,0.0,,,2.0,,0.0,,,0.0,,,,,,,
246034608,Сейлани,gordunni,13.0,655.0,50.0,,,,,50.0,,,,,,33.0,,,,,,100.0,,,,2.0,,,,,2.0,,,,,,3.0,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,
161985337,Otiutar,exodar,4.0,1014.0,,,,33.0,,0.0,,,50.0,,,,,,0.0,,100.0,100.0,,,,,,,3.0,,1.0,,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,0.0,,,1.0,,,,,,0.0,,1.0,1.0,,,,,,,,,
162213475,Shirudohiro,dun-morogh,11.0,847.0,100.0,,,100.0,,,50.0,0.0,20.0,50.0,,0.0,,,43.0,25.0,100.0,100.0,,,100.0,1.0,,,1.0,,,2.0,5.0,5.0,2.0,,1.0,,,7.0,4.0,2.0,1.0,,,1.0,1.0,,,1.0,,,1.0,0.0,1.0,1.0,,0.0,,,3.0,1.0,2.0,1.0,,,1.0,,,,,,
148586192,Paula,forscherliga,4.0,14820.0,0.0,100.0,100.0,,,100.0,,100.0,,25.0,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,,1.0,,4.0,,,,,,,,,,,,0.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
111673299,Gusrim,shadowsong,19.0,36139.0,47.0,57.0,59.0,43.0,52.0,45.0,88.0,45.0,62.0,67.0,71.0,67.0,100.0,,50.0,60.0,50.0,75.0,,,20.0,32.0,47.0,59.0,44.0,64.0,11.0,8.0,20.0,13.0,6.0,7.0,3.0,1.0,,6.0,5.0,2.0,4.0,,,5.0,15.0,27.0,35.0,19.0,33.0,5.0,7.0,9.0,8.0,4.0,5.0,2.0,1.0,,3.0,3.0,1.0,3.0,,,1.0,,,,,,
168970068,Isenpala,kazzak,83.0,1136.0,,,,,,67.0,100.0,,0.0,100.0,0.0,0.0,,,100.0,0.0,67.0,100.0,,,0.0,,,,,,3.0,1.0,,3.0,2.0,2.0,2.0,,,1.0,4.0,3.0,1.0,,,1.0,,,,,,2.0,1.0,,0.0,2.0,0.0,0.0,,,1.0,0.0,2.0,1.0,,,0.0,0.0,1.0,0.0,,,
163405904,Fløy,draenor,8.0,149.0,,,,50.0,,,,,,,,,,,0.0,0.0,,,,,100.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,0.0,0.0,,,,,1.0,,,,,,
157853018,Tonkingandy,stormscale,5.0,1677.0,0.0,,,33.0,,75.0,0.0,75.0,100.0,50.0,,100.0,,,50.0,50.0,57.0,100.0,,,0.0,1.0,,,3.0,,4.0,1.0,4.0,2.0,2.0,,1.0,,,2.0,2.0,7.0,1.0,,,1.0,0.0,,,1.0,,3.0,0.0,3.0,2.0,1.0,,1.0,,,1.0,1.0,4.0,1.0,,,0.0,,,,,,
104566585,Jmr,dun-modr,16.0,6854.0,50.0,33.0,40.0,50.0,33.0,50.0,40.0,38.0,29.0,60.0,64.0,,100.0,,100.0,,,,,14.0,,4.0,9.0,5.0,8.0,3.0,4.0,5.0,8.0,7.0,10.0,11.0,,1.0,,2.0,,,,,7.0,,2.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,6.0,7.0,,1.0,,2.0,,,,,1.0,,,,,,,
106710215,Raileygh,archimonde,25.0,22121.0,67.0,40.0,44.0,55.0,44.0,56.0,46.0,38.0,42.0,42.0,67.0,,67.0,,38.0,64.0,31.0,100.0,,,20.0,61.0,68.0,75.0,71.0,34.0,39.0,68.0,40.0,77.0,40.0,9.0,,6.0,,16.0,11.0,13.0,1.0,,,5.0,41.0,27.0,33.0,39.0,15.0,22.0,31.0,15.0,32.0,17.0,6.0,,4.0,,6.0,7.0,4.0,1.0,,,1.0,,,,,,
116502860,Kashynia,antonidas,53.0,19492.0,49.0,54.0,44.0,40.0,49.0,52.0,55.0,57.0,52.0,43.0,40.0,50.0,20.0,,33.0,11.0,27.0,36.0,,0.0,100.0,49.0,37.0,36.0,43.0,55.0,48.0,33.0,14.0,52.0,23.0,10.0,2.0,5.0,,12.0,9.0,11.0,11.0,,2.0,1.0,24.0,20.0,16.0,17.0,27.0,25.0,18.0,8.0,27.0,10.0,4.0,1.0,1.0,,4.0,1.0,3.0,4.0,,0.0,1.0,900.0,1.0,9.0,,,
29023071,Dankai,zuljin,14.0,8147.0,43.0,62.0,68.0,50.0,70.0,67.0,33.0,100.0,100.0,100.0,,50.0,,,0.0,100.0,0.0,,,,,28.0,37.0,25.0,18.0,23.0,6.0,3.0,1.0,1.0,2.0,,4.0,,,1.0,1.0,1.0,,,,,12.0,23.0,17.0,9.0,16.0,4.0,1.0,1.0,1.0,2.0,,2.0,,,0.0,1.0,0.0,,,,,,,,,,
196045964,Бирнисон,goldrinn,23.0,4598.0,60.0,,,62.0,,67.0,50.0,54.0,40.0,14.0,100.0,,50.0,,73.0,33.0,40.0,29.0,,,60.0,10.0,,,13.0,,3.0,16.0,13.0,10.0,7.0,1.0,,2.0,,11.0,12.0,10.0,7.0,,,5.0,6.0,,,8.0,,2.0,8.0,7.0,4.0,1.0,1.0,,1.0,,8.0,4.0,4.0,2.0,,,3.0,0.0,1.0,0.0,,,
87769201,Smö,suramar,10.0,5109.0,33.0,50.0,0.0,40.0,33.0,78.0,50.0,0.0,50.0,29.0,40.0,,,,100.0,100.0,67.0,,,,,3.0,4.0,4.0,5.0,3.0,9.0,2.0,2.0,4.0,7.0,5.0,,,,1.0,2.0,3.0,,,,,1.0,2.0,0.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,,,,
157917072,Gloryhorns,stormscale,26.0,13198.0,52.0,,,69.0,,56.0,35.0,64.0,78.0,60.0,,57.0,100.0,,67.0,64.0,59.0,47.0,,75.0,60.0,21.0,,,16.0,,18.0,20.0,28.0,18.0,35.0,,7.0,3.0,,30.0,25.0,22.0,17.0,,4.0,25.0,11.0,,,11.0,,10.0,7.0,18.0,14.0,21.0,,4.0,3.0,,20.0,16.0,13.0,8.0,,3.0,15.0,67.0,3.0,2.0,,,
187897410,Richélieu,silvermoon,14.0,921.0,,,,100.0,,0.0,43.0,50.0,,0.0,,,,,67.0,75.0,0.0,100.0,,,100.0,,,,1.0,,1.0,7.0,2.0,,2.0,,,,,3.0,4.0,2.0,1.0,,,1.0,,,,1.0,,0.0,3.0,1.0,,0.0,,,,,2.0,3.0,0.0,1.0,,,1.0,0.0,1.0,0.0,,,
65477278,Ykaron,exodar,21.0,15055.0,52.0,35.0,63.0,59.0,51.0,23.0,62.0,54.0,50.0,22.0,50.0,100.0,100.0,,33.0,50.0,0.0,50.0,,86.0,50.0,40.0,40.0,43.0,39.0,39.0,26.0,16.0,13.0,22.0,9.0,4.0,1.0,1.0,,3.0,4.0,1.0,6.0,,7.0,2.0,21.0,14.0,27.0,23.0,20.0,6.0,10.0,7.0,11.0,2.0,2.0,1.0,1.0,,1.0,2.0,0.0,3.0,,6.0,1.0,,,,,,
56971754,Powerofheal,lightbringer,11.0,12808.0,70.0,62.0,50.0,47.0,29.0,56.0,52.0,36.0,47.0,40.0,38.0,,100.0,,,57.0,60.0,,,80.0,100.0,50.0,56.0,28.0,34.0,28.0,39.0,23.0,25.0,30.0,20.0,16.0,,2.0,,,7.0,5.0,,,5.0,1.0,35.0,35.0,14.0,16.0,8.0,22.0,12.0,9.0,14.0,8.0,6.0,,2.0,,,4.0,3.0,,,4.0,1.0,,,,,,
82791458,Dreamslacker,kazzak,14.0,11340.0,62.0,71.0,72.0,54.0,45.0,0.0,,17.0,0.0,100.0,100.0,,,,0.0,100.0,,,,,,40.0,79.0,54.0,57.0,49.0,5.0,,6.0,2.0,4.0,1.0,,,,1.0,1.0,,,,,,25.0,56.0,39.0,31.0,22.0,0.0,,1.0,0.0,4.0,1.0,,,,0.0,1.0,,,,,,,,,,,
139549748,Scáryboo,blackmoore,20.0,319.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
154272059,Däwnbreäker,ravencrest,109.0,20600.0,59.0,48.0,50.0,58.0,50.0,15.0,43.0,41.0,62.0,47.0,50.0,50.0,,,,75.0,100.0,33.0,,17.0,100.0,49.0,42.0,40.0,36.0,38.0,20.0,14.0,17.0,16.0,17.0,2.0,2.0,,,,4.0,1.0,3.0,,6.0,2.0,29.0,20.0,20.0,21.0,19.0,3.0,6.0,7.0,10.0,8.0,1.0,1.0,,,,3.0,1.0,1.0,,1.0,2.0,,,,,,
156844041,Lennista,blackhand,4.0,251.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
168073525,Prötchen,thrall,19.0,2624.0,0.0,50.0,100.0,0.0,75.0,0.0,33.0,50.0,67.0,80.0,0.0,,,,0.0,,67.0,,,,33.0,3.0,6.0,3.0,2.0,4.0,6.0,6.0,10.0,6.0,10.0,2.0,,,,2.0,,3.0,,,,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,5.0,4.0,8.0,0.0,,,,0.0,,2.0,,,,1.0,0.0,1.0,0.0,,,
191992049,Pÿko,archimonde,18.0,1058.0,50.0,,100.0,,,50.0,,0.0,0.0,33.0,,100.0,,,,100.0,0.0,,,,100.0,2.0,,1.0,,,2.0,,2.0,1.0,3.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,0.0,0.0,1.0,,1.0,,,,1.0,0.0,,,,1.0,,,,,,
197106386,Orick,silvermoon,1.0,226.0,,,,,,,,,0.0,,,,,,,0.0,,100.0,,,50.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,0.0,,,,,,,0.0,,1.0,,,1.0,,,,,,
92079689,Korim,draenor,150.0,40150.0,53.0,71.0,60.0,71.0,40.0,36.0,57.0,65.0,78.0,61.0,58.0,50.0,100.0,,6300.0,25.0,,29.0,100.0,89.0,50.0,58.0,108.0,67.0,82.0,20.0,25.0,67.0,85.0,69.0,89.0,26.0,4.0,2.0,,2.0,4.0,,14.0,53.0,9.0,2.0,31.0,77.0,40.0,58.0,8.0,9.0,38.0,55.0,54.0,54.0,15.0,2.0,2.0,,126.0,1.0,,4.0,53.0,8.0,1.0,,,,,,
154280454,Balbatruc,kirin-tor,6.0,1183.0,67.0,,,33.0,,0.0,0.0,25.0,0.0,33.0,,100.0,,,33.0,0.0,50.0,,,0.0,50.0,3.0,,,3.0,,1.0,2.0,4.0,3.0,6.0,,1.0,,,3.0,4.0,2.0,,,1.0,4.0,2.0,,,1.0,,0.0,0.0,1.0,0.0,2.0,,1.0,,,1.0,0.0,1.0,,,0.0,2.0,100.0,1.0,1.0,,,
244796575,Blíxtgordon,sylvanas,23.0,316.0,,,,0.0,,,,,,0.0,,100.0,,,50.0,0.0,,0.0,,,,,,,1.0,,,,,,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,,0.0,,,,,,0.0,,1.0,,,1.0,0.0,,0.0,,,,,,,,,
98840595,Antho,los-errantes,1.0,48817.0,58.0,46.0,49.0,47.0,43.0,51.0,48.0,42.0,56.0,56.0,60.0,,,,,,,,,,,153.0,168.0,196.0,165.0,134.0,85.0,91.0,26.0,71.0,18.0,10.0,,,,,,,,,,,89.0,78.0,96.0,78.0,58.0,43.0,44.0,11.0,40.0,10.0,6.0,,,,,,,,,,,,,,,,
154526057,Vixtoria,ravencrest,1.0,89.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
