,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
4484,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Selfless Collector's Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Splintered Heart of Al'ar,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Ascended Gladius of Glory,,White Linen Shirt,Acidslough Bulwark,623.3
4485,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Bracers of the Tenebrous Retinue,Distorted Construct's Gauntlets,Signet of the False Accuser,Bloodoath Signet,Darkmoon Deck: Indomitable,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Aspirant's Sword,,,Barricade of the Endless Empire,620.7
4486,Shieldguard's Greathelm,Sinful Gladiator's Necklace,Selfless Collector's Spaulders,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Selfless Collector's Legguards,Selfless Collector's Warboots,Selfless Collector's Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Dealer Xy'exa's Cape,Engorged Worm Smasher,Renowned Guild Tabard,,Acidslough Bulwark,655.3
4487,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Spare Meat Hook,Bargast's Leash,Mantle of Manifest Sins,Engorged Worm Smasher,,,Barricade of the Endless Empire,493.5
4488,Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Renowned Guild Tabard,Artisan Member's Shirt,Acidslough Bulwark,1010.0
4489,Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Shieldguard's Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Decadent Nathrian Shawl,Sinsmasher,Uldum Accord Tabard,,Acidslough Bulwark,377.1
4490,Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Ember-Scarred Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Bloodoath Signet,Entwined Gorger Tendril,Anima Field Emitter,Inscrutable Quantum Device,Blighted Margrave's Cloak,Supercollider,Tabard of the Lightbringer,Precious' Ribbon,Encrusted Canopic Lid,604.4
4491,Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Selfless Collector's Gauntlets,Death God's Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Gluttonous Spike,Shroud of the Penitent,Axe of the Deadgrove,Tabard of the Wyrmrest Accord,,Acidslough Bulwark,578.1
4492,Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Fleshfused Circle,Signet of the False Accuser,Anima Field Emitter,Pulsating Stoneheart,Mantle of Manifest Sins,Axe of the Deadgrove,,,Acidslough Bulwark,439.2
4493,Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Ritual Bone Band,Memory of Past Sins,Anima Field Emitter,Grim-Veiled Cape,Barbed-Edge of the Stone Legion,Uldum Accord Tabard,Brucehide Jersey,Acidslough Bulwark,653.7
4494,Sinful Aspirant's Plate Helm,Reinforced High Collar,Sinful Gladiator's Plate Pauldrons,Chestplate of Titanic Fury,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Medallion,Sinful Gladiator's Drape,Sinful Aspirant's Sword,Tabard of the Wild Hunt,,Sinful Gladiator's Bulwark,497.5
4495,Shadowghast Helm,Muckformed Chain Choker,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Sinful Gladiator's Plate Wargreaves,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Hardened Castle Crushers,Fleshfused Circle,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cowled Batwing Cloak,Stoneborn Terrorblade,Court of Harvesters Tabard,Master Builder's Shirt,Encrusted Canopic Lid,817.4
4496,Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Arachnid Cipher Ring,Inscrutable Quantum Device,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Gorestained Cleaver,,,Encrusted Canopic Lid,515.2
4497,Selfless Collector's GreatHelm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Selfless Collector's Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Reality-Shatter Vambraces,Hardened Castle Crushers,Shadowghast Ring,Entwined Gorger Tendril,Anima Field Emitter,Macabre Sheet Music,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,,,Encrusted Canopic Lid,390.0
4498,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Gormshell Greaves,Valinor's Ground Pounders,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Band of the Risen Bonelord,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Argent Crusader's Tabard,Stylish Black Shirt,Acidslough Bulwark,665.9
4499,Diadem of Imperious Desire,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Valinor's Ground Pounders,Thunderous Echo Vambraces,Gauntlets of the Iron Furnace,Signet of the False Accuser,Bloodoath Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,,,Acidslough Bulwark,453.5
4500,Oversized Centurion Helm,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Selfless Collector's Wristguards,Guilewind Stone Talons,Ring of Perpetual Conflict,Arachnid Cipher Ring,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Illustrious Guild Tabard,,Elysian Sentinel's Aegis,473.0
4501,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Renowned Guild Tabard,White Swashbuckler's Shirt,Encrusted Canopic Lid,1466.3
4502,Sinful Gladiator's Plate Helm,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Gauntlets,Hyperlight Band,Ritual Bone Band,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Axe of the Deadgrove,Renowned Guild Tabard,,Chyrus's Crest of Hope,1440.0
4503,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Tushui Tabard,,Barricade of the Endless Empire,1139.1
4504,Shadowghast Helm,Noble's Birthstone Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Ardent Sunstar Signet,Splintered Heart of Al'ar,Slimy Consumptive Organ,Sinful Gladiator's Drape,Xandria's Kopis of Courage,Tabard of the Ascended,,Sinful Gladiator's Guard,1171.3
4505,Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,,,Acidslough Bulwark,1066.8
4506,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Signet of the False Accuser,Fleshfused Circle,Inscrutable Quantum Device,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Tabard of the Lightbringer,,Sylvan Whiteshield,714.5
4507,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,,,Acidslough Bulwark,954.4
4508,Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ring of Perpetual Conflict,Gluttonous Spike,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Gilneas Tabard,,Barricade of the Endless Empire,932.9
4509,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Gluttonous Spike,Dealer Xy'exa's Cape,Supercollider,Renowned Guild Tabard,Artisan Officer's Shirt,Acidslough Bulwark,751.3
4510,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,,,Barricade of the Endless Empire,1050.5
4511,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Bladedancer's Armor Kit,Anima Field Emitter,Blighted Margrave's Cloak,Supercollider,Tabard of the Explorer,,Acidslough Bulwark,760.5
4512,Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Valorous Aegis Handguards,Ritual Bone Band,Shadowghast Ring,Overwhelming Power Crystal,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Engorged Worm Smasher,Silvermoon City Tabard,,Encrusted Canopic Lid,832.5
4513,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Selfless Collector's Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Ritual Bone Band,Ritual Commander's Ring,Anima Field Emitter,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Sinsmasher,Tabard of the 7th Legion,,Elysian Sentinel's Aegis,484.4
4514,Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Selfless Collector's Girdle,Gormshell Greaves,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Arachnid Cipher Ring,Death God's Signet,Pulsating Stoneheart,Darkmoon Deck: Voracity,Mantle of Manifest Sins,Axe of the Deadgrove,Renowned Guild Tabard,Sightless Mantle,Acidslough Bulwark,738.7
4515,Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Tabard of the Dark Iron,,Acidslough Bulwark,1077.4
4516,Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,Tabard of the Lightbringer,Artisan Member's Shirt,Sinful Gladiator's Guard,1349.6
4517,Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sinful Aspirant's Sword,,Orange Mageweave Shirt,Acidslough Bulwark,871.4
4518,Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Supercollider,Argent Crusader's Tabard,Red Linen Shirt,Sinful Gladiator's Guard,969.9
4519,Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Sinful Gladiator's Plate Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Badge of Ferocity,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Axe of the Deadgrove,,,Acidslough Bulwark,1066.1
4520,Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Hyperlight Band,Arachnid Cipher Ring,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Engorged Worm Smasher,Tabard of the Lightbringer,,Sinful Gladiator's Guard,998.6
4521,Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Shoulderblade Vambraces,Selfless Collector's Gauntlets,Ritual Commander's Ring,Band of the Risen Bonelord,Slimy Consumptive Organ,Gluttonous Spike,Cloak of Enveloping Manifestations,Sinful Aspirant's Mace,Tabard of the Ascended,Red Linen Shirt,Acidslough Bulwark,558.6
4522,Wrathbark Greathelm,Charm of Eternal Winter,Shoulderguards of the Solemn Watch,Breastplate of Fatal Contrivances,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Desm's Fistos,Sinful Aspirant's Ring,Shadowghast Ring,Gluttonous Spike,Blood-Spattered Scale,Crest of the Legionnaire General,Supercollider,Tabard of the Lightbringer,Precious' Ribbon,Chyrus's Crest of Hope,668.9
4523,Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Macabre Sheet Music,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Tabard of the Dark Iron,,Encrusted Canopic Lid,823.8
4524,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Stonebark Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Gorestained Cleaver,Tabard of the Dark Iron,,Kudebeh's Remarkable Targe,780.8
4525,Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Guilewind Stone Talons,Shadowghast Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Acidslough Bulwark,759.1
4526,Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Conqueror's Aegis Legguards,Boots of the Underdweller,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Pulsating Stoneheart,Blood-Spattered Scale,Shroud of the Penitent,Supercollider,Lightforged Tabard,,Barricade of the Endless Empire,580.8
4527,Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Bloodoath Signet,Gluttonous Spike,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Axe of the Deadgrove,Darkspear Tabard,Scarlet Filigreed Doublet,Elysian Sentinel's Aegis,685.6
4528,Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Stone-Infused Sabatons,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,,,Kudebeh's Remarkable Targe,518.7
4529,Selfless Collector's GreatHelm,Sin Stained Pendant,Prankster's Pauldrons,Selfless Collector's Chestplate,Binding of Warped Desires,Gormshell Greaves,Valinor's Ground Pounders,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Spare Meat Hook,Pulsating Stoneheart,Grim-Veiled Cape,Axe of the Deadgrove,,,Encrusted Canopic Lid,748.4
4530,Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Sinful Aspirant's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Entwined Gorger Tendril,Twisted Witherroot Band,Sinful Gladiator's Relentless Brooch,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Sophisticated Bonecracker,Orgrimmar Tabard,,Sinful Gladiator's Guard,721.4
4531,Darkfrost Helmet,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Shadowghast Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Relentless Brooch,Sinful Gladiator's Cloak,Sinful Gladiator's Xiphos,Tabard of the Explorer,Fashionable Undershirt,Sinful Gladiator's Guard,473.0
4532,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Selfless Collector's Gauntlets,Sinful Aspirant's Ring,Bloodoath Signet,Anima Field Emitter,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Supercollider,,Red Linen Shirt,Acidslough Bulwark,611.1
4533,Sinful Aspirant's Plate Helm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Sinful Aspirant's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Twisted Witherroot Band,Sinful Gladiator's Ring,Sinful Gladiator's Medallion,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,,,Sinful Gladiator's Guard,761.4
4534,Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Supercollider,,,Acidslough Bulwark,662.5
4535,Casque of the Path,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fallen Templar's Gauntlets,Twisted Witherroot Band,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,,,Encrusted Canopic Lid,715.9
4536,Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Selfless Collector's Girdle,Gormshell Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Ritual Bone Band,Bloodoath Signet,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Cowled Batwing Cloak,Engorged Worm Smasher,,,Elysian Sentinel's Aegis,372.3
4537,Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Slimy Consumptive Organ,Bargast's Leash,Blighted Margrave's Cloak,Sinsmasher,Tabard of the Ascended,Artisan Officer's Shirt,Barricade of the Endless Empire,823.5
4538,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Selfless Collector's Girdle,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Hellhound Cuffs,Fogweaver Gauntlets,Fleshfused Circle,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Pulsating Stoneheart,Shroud of the Penitent,Sinful Aspirant's Battleaxe,,,Sinful Gladiator's Guard,593.8
4539,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritualist's Treasured Ring,Band of the Risen Bonelord,Blood-Spattered Scale,Sanguine Vintage,Drape of Twisted Loyalties,Sophisticated Bonecracker,Tabard of the Ascended,Wraps of the Blood-Soaked Brawler,Acidslough Bulwark,986.8
4540,Selfless Collector's GreatHelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ardent Sunstar Signet,Death God's Signet,Bargast's Leash,Sanguine Vintage,Grim-Veiled Cape,Sacred Sparrer's Edge,Guild Tabard,,Elysian Sentinel's Aegis,417.8
4541,Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Death God's Signet,Ring of Perpetual Conflict,Gluttonous Spike,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Gorestained Cleaver,,,Elysian Sentinel's Aegis,972.0
4542,Wrathbark Greathelm,Sin Stained Pendant,Dread Sentinel's Ebony Spaulders,Dread Sentinel's Ebony Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Dread Sentinel's Ebony Greatboots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ring of Perpetual Conflict,Shadowghast Ring,Blood-Spattered Scale,Spare Meat Hook,Drape of Twisted Loyalties,Engorged Worm Smasher,Bilgewater Cartel Tabard,,Barricade of the Endless Empire,582.9
4543,Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Selfless Collector's Girdle,Halkias's Towering Pillars,Selfless Collector's Warboots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Leafed Banewood Band,Signet of the False Accuser,Bladedancer's Armor Kit,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Renowned Guild Tabard,,Duskwarder Shield,385.7
