,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
178,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Hardened Castle Crushers,Ritualist's Treasured Ring,Shadowghast Ring,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Axe of the Deadgrove,Champions of Azeroth Tabard,,Barricade of the Endless Empire,859.4
179,Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,,Irradiated Undercoat,Barricade of the Endless Empire,1036.7
180,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Valinor's Ground Pounders,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Splintered Heart of Al'ar,Gluttonous Spike,Mantle of Manifest Sins,Axe of the Deadgrove,,,Acidslough Bulwark,1042.8
181,Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Badge of Ferocity,Crest of the Legionnaire General,Ascended Gladius of Glory,,,Sinful Gladiator's Guard,1308.6
182,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Valinor's Ground Pounders,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,,Precious' Ribbon,Barricade of the Endless Empire,1118.5
183,Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Slimy Consumptive Organ,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sinsmasher,,,Elysian Sentinel's Aegis,1202.8
184,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Dealer Xy'exa's Cape,Axe of the Deadgrove,,Scarlet Filigreed Shirt,Encrusted Canopic Lid,943.1
185,Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Shadowghast Armguards,Hardened Castle Crushers,Signet of the False Accuser,Hyperlight Band,Stone Legion Heraldry,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Axe of the Deadgrove,Tabard of the Lightbringer,Irradiated Undercoat,Acidslough Bulwark,954.9
186,Wing Commander's Helmet,Charm of Eternal Winter,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Tabard of the Argent Crusade,Golden Filigreed Shirt,Acidslough Bulwark,1026.7
187,Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Bloodoath Signet,Sinful Gladiator's Ring,Spare Meat Hook,Bladedancer's Armor Kit,Decadent Nathrian Shawl,Axe of the Deadgrove,Tabard of the Ascended,,Sinful Gladiator's Guard,947.1
188,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fogweaver Gauntlets,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Sinful Gladiator's Badge of Ferocity,Cowled Batwing Cloak,Gorestained Cleaver,,,Encrusted Canopic Lid,673.9
189,Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Valinor's Ground Pounders,Pit Fighter's Wristguards,Guilewind Stone Talons,Death God's Signet,Shadowghast Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Axe of the Deadgrove,,,Acidslough Bulwark,1308.5
190,Darkfrost Helmet,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Gluttonous Spike,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinsmasher,,,Acidslough Bulwark,1270.6
191,Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Bloodoath Signet,Stone Legion Heraldry,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Ascended Gladius of Glory,Army of the Light Tabard,,Chyrus's Crest of Hope,1098.9
192,Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Iron Watcher,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Commander's Ring,Death God's Signet,Overwhelming Power Crystal,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,,Last Season's Shirt,Barricade of the Endless Empire,1046.0
193,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Hyperlight Band,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Crest of the Legionnaire General,Sophisticated Bonecracker,,,Encrusted Canopic Lid,943.0
194,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ring of Perpetual Conflict,Twisted Witherroot Band,Bladedancer's Armor Kit,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinful Aspirant's Sword,,,Acidslough Bulwark,989.4
195,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,,,Acidslough Bulwark,1316.3
196,Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Binding of Warped Desires,Shadowghast Greaves,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Bargast's Leash,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Acidslough Bulwark,958.2
197,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Tabard of the Lightbringer,Artisan Member's Shirt,Sinful Gladiator's Guard,1347.4
198,Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Shadowghast Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Sanguine Vintage,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Ironforge Tabard,Lucky Shirt,Acidslough Bulwark,1238.3
199,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Ritualist's Treasured Ring,Anima Field Emitter,Bargast's Leash,Cowled Batwing Cloak,Axe of the Deadgrove,Argent Crusader's Tabard,Paper Shirt,Elysian Sentinel's Aegis,1390.3
200,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Pulsating Stoneheart,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Encrusted Canopic Lid,1297.4
201,Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Renowned Guild Tabard,Fashionable Undershirt,Acidslough Bulwark,1266.1
202,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Fleshfused Circle,Signet of the False Accuser,Anima Field Emitter,Stone Legion Heraldry,Drape of Twisted Loyalties,Gorestained Cleaver,,,Elysian Sentinel's Aegis,1327.3
203,Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Anima Field Emitter,Pulsating Stoneheart,Cowled Batwing Cloak,Sacred Sparrer's Edge,Argent Crusader's Tabard,,Elysian Sentinel's Aegis,1224.8
204,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Bloodoath Signet,Death God's Signet,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Gorestained Cleaver,Tabard of the Zandalari,,Acidslough Bulwark,1263.2
205,Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Bloodoath Signet,Ritual Bone Band,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,1172.6
206,Diadem of Imperious Desire,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Renowned Guild Tabard,,Acidslough Bulwark,1202.9
207,Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Tabard of the Lightbringer,Precious' Ribbon,Sinful Gladiator's Guard,1064.8
208,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Inscrutable Quantum Device,Skulker's Wing,Dealer Xy'exa's Cape,Sophisticated Bonecracker,,Last Season's Shirt,Barricade of the Endless Empire,1189.8
209,Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Commander's Ring,Bloodoath Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Tabard of the Zandalari,,Acidslough Bulwark,1223.6
210,Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Fleshfused Crushers,Ritual Bone Band,Sinful Gladiator's Ring,Anima Field Emitter,Inscrutable Quantum Device,Cowled Batwing Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,1181.3
211,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,,,Elysian Sentinel's Aegis,1178.6
212,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Sinful Gladiator's Ring,Stone Legion Heraldry,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Tabard of the Zandalari,Common White Shirt,Elysian Sentinel's Aegis,1096.0
213,Wrathbark Greathelm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Shadowghast Gauntlets,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Sinful Gladiator's Redoubt,1311.2
214,Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Tabard of the Lightbringer,Red Lumberjack Shirt,Sinful Gladiator's Redoubt,1119.7
215,Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Fleshfused Circle,Blood-Spattered Scale,Gluttonous Spike,Crest of the Legionnaire General,Sophisticated Bonecracker,Tabard of the Wild Hunt,,Acidslough Bulwark,1129.5
216,Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Splintered Heart of Al'ar,Gluttonous Spike,Cloak of Enveloping Manifestations,Sinsmasher,Orgrimmar Tabard,,Barricade of the Endless Empire,1134.1
217,Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Sanguine Vintage,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,,,Barricade of the Endless Empire,1075.7
218,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritual Bone Band,Ritualist's Treasured Ring,Overwhelming Power Crystal,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Tabard of the Lightbringer,Precious' Ribbon,Acidslough Bulwark,1204.8
219,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Bilgewater Cartel Tabard,,Acidslough Bulwark,1118.4
220,Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,,,Barricade of the Endless Empire,1041.9
221,Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Sinful Aspirant's Badge of Ferocity,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Renowned Guild Tabard,Artisan Officer's Shirt,Acidslough Bulwark,1057.5
222,Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Sanguine Vintage,Blood-Spattered Scale,Mantle of Manifest Sins,Sophisticated Bonecracker,Tabard of Summer Skies,,Acidslough Bulwark,1042.7
223,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Pulsating Stoneheart,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,Blood Knight Tabard,Fashionable Undershirt,Acidslough Bulwark,788.2
224,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Grim Codex,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,,,Acidslough Bulwark,1277.4
225,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Stonebark Girdle,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Overwhelming Power Crystal,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Gorestained Cleaver,Renowned Guild Tabard,,Barricade of the Endless Empire,949.9
226,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Ring of Perpetual Conflict,Ritualist's Treasured Ring,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Tabard of the 7th Legion,,Encrusted Canopic Lid,1076.4
227,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Death God's Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,,,Sinful Gladiator's Guard,1052.0
228,Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Binding of Warped Desires,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Bone Band,Ardent Sunstar Signet,Inscrutable Quantum Device,Sanguine Vintage,Cowled Batwing Cloak,Xandria's Kopis of Courage,Tabard of the Lightbringer,Purple Martial Shirt,Chyrus's Crest of Hope,1021.2
229,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Band of the Risen Bonelord,Death God's Signet,Bladedancer's Armor Kit,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Chyrus's Crest of Hope,991.1
230,Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Ritual Commander's Ring,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,,,Barricade of the Endless Empire,1132.3
231,Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sophisticated Bonecracker,,Precious' Ribbon,Chyrus's Crest of Hope,1130.4
232,Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Hyperlight Band,Blood-Spattered Scale,Darkmoon Deck: Voracity,Blighted Margrave's Cloak,Sacred Sparrer's Edge,,,Acidslough Bulwark,838.3
233,Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Shadowghast Gauntlets,Ritualist's Treasured Ring,Ritual Bone Band,Sanguine Vintage,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,,,Barricade of the Endless Empire,919.1
234,Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Bloodoath Signet,Ritual Commander's Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,,,Barricade of the Endless Empire,1235.9
235,Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Gluttonous Spike,Sinful Gladiator's Drape,Sinsmasher,Renowned Guild Tabard,,Sinful Gladiator's Guard,1003.6
236,Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Sanguine Vintage,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,,,Acidslough Bulwark,1425.5
237,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Argussian Reach Tabard,Lavender Mageweave Shirt,Barricade of the Endless Empire,1457.9
