Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,192498688,Renowned Guild Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stonebark Girdle,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,245309210,Tabard of the Zandalari
Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,110762455,Tabard of Frost
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Signet of the False Accuser,Ardent Sunstar Signet,Gluttonous Spike,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,196855896,
Darkfrost Helmet,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Shadowghast Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Darkmoon Deck: Voracity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,195922238,
Dread Sentinel's Ebony Headgear,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Dynamo Doomstompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Spare Meat Hook,Mantle of Manifest Sins,Gorestained Cleaver,Barricade of the Endless Empire,154442113,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Fashionable Undershirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gilded Steel Legplates,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Stone Legion Heraldry,Macabre Sheet Music,Blighted Margrave's Cloak,Sacred Sparrer's Edge,Acidslough Bulwark,100222008,Argent Crusader's Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Stylish Red Shirt,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Sinsmasher,Acidslough Bulwark,218151876,Tabard of the Scarlet Crusade
Diadem of Imperious Desire,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Death God's Signet,Gluttonous Spike,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,156092404,Ironforge Tabard
Wing Commander's Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Purple Martial Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Plated Leggings of Ruination,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Shadowghast Gauntlets,Ritual Bone Band,Hyperlight Band,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,121684042,Illustrious Guild Tabard
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Mantle of Manifest Sins,Xandria's Kopis of Courage,Acidslough Bulwark,174955209,
Darkfrost Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Death God's Signet,Spare Meat Hook,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,166058520,
Plague Handler's Greathelm,Charm of Eternal Winter,Selfless Collector's Spaulders,,Breastplate of Brutal Dissonance,Stonebark Girdle,Shadowghast Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Entwined Gorger Tendril,Fleshfused Circle,Darkmoon Deck: Indomitable,Overwhelming Power Crystal,Selfless Collector's Greatcloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,238968758,Tabard of the Ascended
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Bloodoath Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,143937353,Argent Crusader's Tabard
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,196142318,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Phial of Putrefaction,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,243412402,Tabard of the Ascended
Darkfrost Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Artisan Member's Shirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Band of the Risen Bonelord,Splintered Heart of Al'ar,Anima Field Emitter,Decadent Nathrian Shawl,Sinsmasher,Acidslough Bulwark,154304612,
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Stonebark Girdle,Ceremonial Parade Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Anima Field Emitter,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,192136687,Renowned Guild Tabard
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,White Tuxedo Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Sinful Gladiator's Signet,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,90161233,Tabard of the Ascended
Wrathbark Greathelm,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,197550361,Tabard of Summer Skies
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,142251894,
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Fleshfused Circle,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Redoubt,162227565,Tabard of the Lightbringer
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,175660087,Renowned Guild Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Aspirant's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Chyrus's Crest of Hope,200770670,Stormwind Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Signet of the False Accuser,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,139168354,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Bargast's Leash,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,245242877,
Sinful Gladiator's Plate Helmet,Sinful Aspirant's Necklace,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Hardened Castle Crushers,Sinful Aspirant's Ring,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,169773666,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Sapsteel Sabatons,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Fleshfused Circle,Darkmoon Deck: Indomitable,Slimy Consumptive Organ,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,117286352,
Selfless Collector's GreatHelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Relic of the First Ones,Blood-Spattered Scale,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,247470179,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Red Linen Shirt,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,200556505,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Fleshfused Circle,Blood-Spattered Scale,Sanguine Vintage,Cowled Batwing Cloak,Gorestained Cleaver,Encrusted Canopic Lid,99638318,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,116195236,
Wing Commander's Helmet,Sinful Gladiator's Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Valinor's Ground Pounders,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Bargast's Leash,Sinful Gladiator's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,172770813,Hellscream's Reach Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Selfless Collector's Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Anima Field Emitter,Stone Legion Heraldry,Drape of Twisted Loyalties,Axe of the Deadgrove,Sinful Gladiator's Guard,243036715,Tabard of the Ascended
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,148993423,Tabard of the Dark Iron
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Hymnal of the Path,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,59088983,
Selfless Collector's GreatHelm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,White Swashbuckler's Shirt,Shadowghast Breastplate,Selfless Collector's Girdle,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Selfless Collector's Gauntlets,Bloodoath Signet,Ring of Perpetual Conflict,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,187105218,Stormwind Tabard
Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Captain Sanders' Shirt,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Slimy Consumptive Organ,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Barricade of the Endless Empire,243236695,Renowned Guild Tabard
Shadowghast Helm,Reinforced High Collar,Epaulettes of Overwhelming Force,Yellow Lumberjack Shirt,Abdominal Securing Chestguard,Stonebark Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Shieldguard's Gauntlets,Arachnid Cipher Ring,Hyperlight Band,Spare Meat Hook,Gluttonous Spike,Shroud of the Penitent,Supercollider,Barricade of the Endless Empire,240681520,
Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Selfless Collector's Wristguards,Distorted Construct's Gauntlets,Ritual Commander's Ring,Death God's Signet,Anima Field Emitter,Hymnal of the Path,Blighted Margrave's Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,155697612,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Phial of Putrefaction,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,156657032,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sinful Gladiator's Guard,158006360,Renowned Guild Tabard
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,166941979,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,176492055,
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Squire's Shirt,Breastplate of Cautious Calculation,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,157684522,Tabard of the Argent Dawn
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Arachnid Cipher Ring,Sinful Gladiator's Ring,Gluttonous Spike,Anima Field Emitter,Drape of Twisted Loyalties,Sinsmasher,Barricade of the Endless Empire,136530727,Tabard of the Ascended
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Twisted Witherroot Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Gluttonous Spike,Crest of the Legionnaire General,Sinsmasher,Acidslough Bulwark,226352059,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,243378506,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,174832890,Tabard of the Zandalari
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,The Very Best Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Shadowghast Ring,Stone Legion Heraldry,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Supercollider,Dredge-Giant's Warshield,150700960,Renowned Guild Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Captain Sanders' Shirt,Breastplate of Fatal Contrivances,Stonebark Girdle,Selfless Collector's Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Elysian Sentinel's Aegis,187669746,
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Saronite Plated Legguards,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ardent Sunstar Signet,Skulker's Wing,Stone Legion Heraldry,Decadent Nathrian Shawl,Gorestained Cleaver,Sylvan Whiteshield,118399938,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rustic Workman's Shirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Shadowghast Ring,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,171026989,Illustrious Guild Tabard
Sinful Aspirant's Plate Helm,Azure-Venom Choker,Sinful Gladiator's Plate Pauldrons,,Shadowghast Breastplate,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Hyperlight Band,Sinful Gladiator's Signet,Sinful Gladiator's Badge of Ferocity,Blood-Spattered Scale,Sinful Gladiator's Shawl,Sinsmasher,Sinful Gladiator's Guard,160195484,
Wrathbark Greathelm,Charm of Eternal Winter,Shoulderplates of the Eternal,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ardent Sunstar Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,117301828,Renowned Guild Tabard
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Red Linen Shirt,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Hyperlight Band,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Gorestained Cleaver,Sinful Gladiator's Guard,175087307,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,134721680,
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Croc-Tooth Harness,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Dread Sentinel's Ebony Legguards,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Gluttonous Spike,Slimy Consumptive Organ,Crest of the Legionnaire General,Supercollider,Acidslough Bulwark,240584689,Gnomeregan Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Rampaging Giant's Chestplate,Sapsteel Clasp,Halkias's Towering Pillars,Errant Crusader's Greaves,Shadowghast Armguards,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Hyperlight Band,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,208990724,
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Supercollider,Chyrus's Crest of Hope,97664025,
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Orgrimmar Doublet,Shieldguard's Breastplate,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Dread Sentinel's Ebony Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Death God's Signet,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,237729377,Bilgewater Cartel Tabard
