Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Band of the Risen Bonelord,Death God's Signet,Gluttonous Spike,Anima Field Emitter,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,174543767,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Anima Field Emitter,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Aspirant's Barrier,23900674,Tabard of the Argent Crusade,Common Gray Shirt
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Shadowghast Ring,Hyperlight Band,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Xandria's Kopis of Courage,Sinful Gladiator's Guard,164844412,,
Shadowghast Helm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Ardent Sunstar Signet,Memory of Past Sins,Pulsating Stoneheart,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,161729898,,
Stonewrought Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Mantle of Manifest Sins,Sinsmasher,Builwark of the Stone Legion,156373051,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Skulker's Wing,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,134022315,,Artisan Member's Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,173705901,Darkspear Tabard,Irradiated Undercoat
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Fleshfused Circle,Hyperlight Band,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Encrusted Canopic Lid,149922389,Tabard of the Ascended,Artisan Officer's Shirt
Darkfrost Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Ring of Perpetual Conflict,Shadowghast Ring,Inscrutable Quantum Device,Skulker's Wing,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,139472185,Stormwind Tabard,
Wing Commander's Helmet,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of the Afterlife,Belt of Clinging Hope,Archaedas' Lost Legplates,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Death God's Signet,Anima Field Emitter,Darkmoon Deck: Indomitable,Saronite Animus Cloak,Gorestained Cleaver,Kudebeh's Remarkable Targe,160420361,Guild Tabard,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,176746807,Thunder Bluff Tabard,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Dragonslayer's Brace,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,96517044,,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,153078382,Renowned Guild Tabard,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Fleshfused Circle,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,141446147,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,163434491,Tabard of the Scarlet Crusade,Precious' Ribbon
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Sinful Gladiator's Cloak,Axe of the Deadgrove,Acidslough Bulwark,180537145,Tabard of the Lightbringer,Selis' Silk Shirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,88560044,,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,76966881,Renowned Guild Tabard,Formal White Shirt
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,161709847,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,165453733,,
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Pulsating Stoneheart,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,195937904,Renowned Guild Tabard,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Stone Legion Heraldry,Gluttonous Spike,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,45002075,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Bladedancer's Armor Kit,Macabre Sheet Music,Dealer Xy'exa's Cape,Barbed-Edge of the Stone Legion,Acidslough Bulwark,135341284,Renowned Guild Tabard,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Hyperlight Band,Gluttonous Spike,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sacred Sparrer's Edge,Chyrus's Crest of Hope,161155112,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ritual Bone Band,Blood-Spattered Scale,Bargast's Leash,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,139772106,Guild Tabard,
Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Twisted Witherroot Band,Arachnid Cipher Ring,Pulsating Stoneheart,Viscera of Coalesced Hatred,Sinful Gladiator's Drape,Axe of the Deadgrove,Encrusted Canopic Lid,100904572,Court of Harvesters Tabard,Stormwind Doublet
Shadowghast Helm,Muckformed Chain Choker,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,153715547,,
Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Commander's Ring,Bloodoath Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,157089399,Tabard of the Zandalari,
Plague Handler's Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,84268877,Tabard of the Lightbringer,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,109856731,Tabard of Flame,Red Linen Shirt
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Viscera of Coalesced Hatred,Beating Abomination Core,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Elysian Sentinel's Aegis,12830642,Argent Crusader's Tabard,Undisputed Champion's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,124079940,Renowned Guild Tabard,Artisan Officer's Shirt
Wrathbark Greathelm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,167252958,,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Hyperlight Band,Stone Legion Heraldry,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,141597854,Argent Crusader's Tabard,Precious' Ribbon
Plague Handler's Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Signet of the False Accuser,Ritual Bone Band,Slimy Consumptive Organ,Gluttonous Spike,Sinful Gladiator's Drape,Engorged Worm Smasher,Acidslough Bulwark,195659143,,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Twisted Witherroot Band,Bloodoath Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Chyrus's Crest of Hope,160295954,,Artisan Officer's Shirt
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,173808358,Ironforge Tabard,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,30076378,Argent Crusader's Tabard,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Hellhound Cuffs,Guilewind Stone Talons,Ring of Perpetual Conflict,Signet of the False Accuser,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Sylvan Whiteshield,145335205,,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Shadowghast Ring,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Hacker,Acidslough Bulwark,176231782,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,154057664,,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Ardent Sunstar Signet,Overwhelming Power Crystal,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,81816192,,Precious' Ribbon
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,128896905,,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Queensguard's Vigil,Crest of the Legionnaire General,Supercollider,Acidslough Bulwark,158992537,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Anima Field Emitter,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,91973227,,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Band of the Risen Bonelord,Fleshfused Circle,Blood-Spattered Scale,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,11679284,Tabard of the Honorbound,Artisan Officer's Shirt
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Stone Legion Heraldry,Crest of the Legionnaire General,Sacred Sparrer's Edge,Chyrus's Crest of Hope,162906018,,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Hyperlight Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Mantle of Manifest Sins,Sophisticated Bonecracker,Acidslough Bulwark,144903372,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritual Commander's Ring,Bloodoath Signet,Slimy Consumptive Organ,Stone Legion Heraldry,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,162695376,,
Plague Handler's Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Ritual Commander's Ring,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,103738919,Renowned Guild Tabard,Fashionable Undershirt
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Cable of the Metrognome,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Bloodoath Signet,Entwined Gorger Tendril,Viscera of Coalesced Hatred,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,137245973,,
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,96884524,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Overwhelming Power Crystal,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,153450223,,
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Sinful Aspirant's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Signet of the False Accuser,Sinful Gladiator's Ring,Gluttonous Spike,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinful Aspirant's Sword,Encrusted Canopic Lid,74148547,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Tharatos' Charred Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,170039370,Tabard of the Achiever,Artisan Initiate's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,168784801,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Blood-Spattered Scale,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,173594799,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Sinful Aspirant's Plate Gauntlets,Ritualist's Treasured Ring,Twisted Witherroot Band,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,195864846,Tabard of the Lightbringer,
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ring of Perpetual Conflict,Arachnid Cipher Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,177476418,Renowned Guild Tabard,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Hyperlight Band,Blood-Spattered Scale,Bargast's Leash,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,101809062,Silvermoon City Tabard,
Shadowghast Helm,Sin Stained Pendant,Selfless Collector's Spaulders,Selfless Collector's Chestplate,Fused Bone Greatbelt,Selfless Collector's Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Bone Band,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Axe of the Deadgrove,Barricade of the Endless Empire,147076029,,
Shadowghast Helm,Muckformed Chain Choker,Selfless Collector's Spaulders,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Entwined Gorger Tendril,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,81433540,Illustrious Guild Tabard,Precious' Ribbon
