Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Selfless Collector's Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Chyrus's Crest of Hope,94724787,
Diadem of Imperious Desire,Charm of Eternal Winter,Prankster's Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Ritual Bone Band,Signet of the False Accuser,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,155250431,Renowned Guild Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Sinsmasher,Acidslough Bulwark,165606918,Tabard of the Dark Iron
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Dark Silk Shirt,Breastplate of Brutal Dissonance,Stonebark Girdle,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Shadowghast Ring,Band of the Risen Bonelord,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,161204362,Tabard of the Lightbringer
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,99250043,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,153078382,Renowned Guild Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,156073122,Renowned Guild Tabard
Wrathbark Greathelm,Gaiazelle's Spiked Collar,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,197550361,Tabard of Summer Skies
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritual Commander's Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Gorestained Cleaver,Chyrus's Crest of Hope,187527906,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,156085046,
Diadem of Imperious Desire,Sinful Gladiator's Amulet,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Wargreaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,191840232,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Signet of the False Accuser,Death God's Signet,Sanguine Vintage,Blood-Spattered Scale,Decadent Nathrian Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,166768405,Stormwind Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Shadowghast Greaves,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Bargast's Leash,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,59832361,
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Signet of the False Accuser,Viscera of Coalesced Hatred,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,111554269,Tabard of the Wyrmrest Accord
Diadem of Imperious Desire,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Misfiring Centurion Controller,Blood-Spattered Scale,Drape of Twisted Loyalties,Sinsmasher,Elysian Sentinel's Aegis,88715608,
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Swordbreaker,Acidslough Bulwark,108222133,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Spare Meat Hook,Inscrutable Quantum Device,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,156083619,Guild Tabard
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Chyrus's Crest of Hope,172649351,Tabard of the Waveblade Ankoan
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Fleshfused Circle,Ritual Bone Band,Anima Field Emitter,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,83696336,Tabard of the 7th Legion
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,218934718,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Inscrutable Quantum Device,Pulsating Stoneheart,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,243291332,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Encrusted Canopic Lid,161915249,Illustrious Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritual Bone Band,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,160013505,Lightforged Tabard
Wrathbark Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,161175764,Tabard of the Lightbringer
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Slimy Consumptive Organ,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,137478706,Stormwind Tabard
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Entwined Gorger Tendril,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,127018855,
Diadem of Imperious Desire,Trailspinner Pendant,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ring of Perpetual Conflict,Blood-Spattered Scale,Manabound Mirror,Grim-Veiled Cape,Axe of the Deadgrove,Acidslough Bulwark,160835993,Tabard of the 7th Legion
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Tharatos' Charred Chestplate,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Fleshfused Circle,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Overwhelming Power Crystal,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,163097449,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,208307745,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Entwined Gorger Tendril,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,109701171,Storm's Wake Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Gauntlets of Ruthless Reprisal,Fleshfused Circle,Ritualist's Treasured Ring,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,155182053,Tabard of the Shattered Sun
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fallen Templar's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Gluttonous Spike,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Stonewrought Gargoyles Barrier,160688161,Tabard of the Lightbringer
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Twisted Witherroot Band,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cloak of Enveloping Manifestations,Sinsmasher,Barricade of the Endless Empire,154454348,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,118699603,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Splintered Heart of Al'ar,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,113142020,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Acidslough Bulwark,196740717,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,119055674,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,107290934,Tabard of the Lightbringer
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Bloodoath Signet,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Crest of the Legionnaire General,Ascended Gladius of Glory,Encrusted Canopic Lid,110117923,Undercity Tabard
Shadowghast Helm,Muckformed Chain Choker,Vile Butcher's Pauldrons,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Guilewind Stone Talons,Ritual Bone Band,Hyperlight Band,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,195690055,Lightforged Tabard
