Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,166455008,Skyguard Tabard,Selis' Silk Shirt
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,83741128,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Ritual Bone Band,Signet of the False Accuser,Splintered Heart of Al'ar,Gluttonous Spike,Cowled Batwing Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,153170910,Tabard of the Shattered Sun,Fashionable Undershirt
Casque of the Path,Azure-Venom Choker,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowghast Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Band of the Risen Bonelord,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Supercollider,Chyrus's Crest of Hope,159145308,Lightforged Tabard,
Wing Commander's Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sinsmasher,Barricade of the Endless Empire,136938662,,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Death God's Signet,Blood-Spattered Scale,Sanguine Vintage,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,191911674,,
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Valinor's Ground Pounders,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Signet of the False Accuser,Sinful Aspirant's Badge of Ferocity,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,119153292,,Irradiated Undercoat
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Ring of Perpetual Conflict,Death God's Signet,Splintered Heart of Al'ar,Inscrutable Quantum Device,Blighted Margrave's Cloak,Supercollider,Barricade of the Endless Empire,142141262,,
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Dynamo Doomstompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,Barricade of the Endless Empire,174684035,,
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Hardened Castle Crushers,Signet of the False Accuser,Ritual Bone Band,Macabre Sheet Music,Pulsating Stoneheart,Blighted Margrave's Cloak,Sinful Gladiator's Splitter,Encrusted Canopic Lid,149346593,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Sinful Gladiator's Ring,Bloodoath Signet,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Sinful Gladiator's Hacker,Sinful Gladiator's Guard,161601034,Tabard of the Tortollan Seekers,Antiseptic-Soaked Dressing
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Sinful Gladiator's Ring,Fleshfused Circle,Sinful Aspirant's Badge of Ferocity,Sinful Aspirant's Relentless Brooch,Sinful Gladiator's Greatcloak,Gorestained Cleaver,Elysian Sentinel's Aegis,188967399,,
Sinful Gladiator's Plate Helm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritual Bone Band,Sinful Gladiator's Ring,Blood-Spattered Scale,Sinful Aspirant's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,86133261,Tabard of the Achiever,Precious' Ribbon
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Acidslough Bulwark,183013498,,
Darkfrost Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Shadowghast Sabatons,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Sinful Gladiator's Band,Arachnid Cipher Ring,Overwhelming Power Crystal,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,148086777,,Scarlet Filigreed Doublet
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,138230590,,Fashionable Undershirt
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Shadowghast Ring,Gluttonous Spike,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,201606331,,Golden Filigreed Shirt
Shadowghast Helm,Sinful Aspirant's Necklace,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Fleshfused Circle,Death God's Signet,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Guard,150807740,,
Shadowghast Helm,Reinforced High Collar,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Amber-Plated Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Ardent Sunstar Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,237884474,Argent Crusader's Tabard,White Linen Shirt
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sinsmasher,Barricade of the Endless Empire,176171097,,
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Dragonslayer's Brace,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Shadowghast Armguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Fleshfused Circle,Sinful Aspirant's Medallion,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,247523901,Tabard of the Ascended,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sanguine Vintage,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,83425858,Tabard of the Lightbringer,Artisan Officer's Shirt
Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Ritual Commander's Ring,Stone Legion Heraldry,Overwhelming Power Crystal,Blighted Margrave's Cloak,Sinsmasher,Sinful Gladiator's Guard,172312734,,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,200556505,,Red Linen Shirt
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Bargast's Leash,Blood-Spattered Scale,Crest of the Legionnaire General,Supercollider,Encrusted Canopic Lid,176205827,,
Shadowghast Helm,Sinful Gladiator's Pendant,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Selfless Collector's Legguards,Valinor's Ground Pounders,Reality-Shatter Vambraces,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Gluttonous Spike,Slimy Consumptive Organ,Sinful Gladiator's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,87854944,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Steelbreaker's Embrace,Waistguard of Expurged Anguish,Plated Leggings of Ruination,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Sylvan Whiteshield,91207120,Illustrious Guild Tabard,
Shadowghast Helm,Sinful Aspirant's Necklace,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Slimy Consumptive Organ,Bladedancer's Armor Kit,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,64455664,,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Hardened Castle Crushers,Signet of the False Accuser,Band of the Risen Bonelord,Sanguine Vintage,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,154272059,Court of Harvesters Tabard,Sightless Mantle
Oversized Centurion Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Death God's Signet,Ritual Bone Band,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,176997062,Tabard of the Lightbringer,Gray Woolen Shirt
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Signet of the False Accuser,Darkmoon Deck: Voracity,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,176806731,Silvermoon City Tabard,
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Arachnid Cipher Ring,Gluttonous Spike,Macabre Sheet Music,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,12531202,Aldor Tabard,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Sinful Aspirant's Plate Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Shieldguard's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,242694695,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Selfless Collector's Legguards,Selfless Collector's Warboots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,147226956,,
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fogweaver Gauntlets,Sinful Gladiator's Ring,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Decadent Nathrian Shawl,Gorestained Cleaver,Sinful Gladiator's Guard,169708324,,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Sinful Aspirant's Ring,Sinful Aspirant's Badge of Ferocity,Anima Field Emitter,Sinful Gladiator's Cloak,Sacred Sparrer's Edge,Sinful Gladiator's Guard,169704204,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,247829820,Silvermoon City Tabard,Precious' Ribbon
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Shadowghast Armguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Pulsating Stoneheart,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,150297577,,
Iron Riveted War Helm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Chestplate of Vicious Potency,Binding of Warped Desires,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Bloodoath Signet,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Grim-Veiled Cape,Drustlord's Greataxe,,105784772,Competitor's Tabard,
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Mantle of Manifest Sins,Sophisticated Bonecracker,Kudebeh's Remarkable Targe,63532657,,
Shadowghast Helm,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Hyperlight Band,Ardent Sunstar Signet,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Cowled Batwing Cloak,Ascended Gladius of Glory,Elysian Sentinel's Aegis,245567005,,
Wing Commander's Helmet,Sinful Gladiator's Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Valinor's Ground Pounders,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Bargast's Leash,Sinful Gladiator's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,172770813,Hellscream's Reach Tabard,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,78973088,Stormwind Tabard,Precious' Ribbon
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Signet,Death God's Signet,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Guard,164118182,,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Decadent Nathrian Shawl,Sophisticated Bonecracker,Acidslough Bulwark,176047295,Renowned Guild Tabard,
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Shadowghast Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,163743864,,
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Queensguard's Vigil,Crest of the Legionnaire General,Supercollider,Acidslough Bulwark,158992537,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Anima Field Emitter,Spare Meat Hook,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,160190997,Renowned Guild Tabard,
Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Ember-Scarred Girdle,Gormshell Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Gauntlets,Band of the Risen Bonelord,Sinful Gladiator's Ring,Gluttonous Spike,Darkmoon Deck: Indomitable,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,140924366,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Darkmoon Deck: Indomitable,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Ascended Gladius of Glory,Acidslough Bulwark,154232407,Tabard of the Lightbringer,Brown Linen Shirt
Darkfrost Helmet,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Selfless Collector's Chestplate,Shadowghast Waistguard,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Ritual Commander's Ring,Bargast's Leash,Slimy Consumptive Organ,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,140826339,,
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Selfless Collector's Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Entwined Gorger Tendril,Hyperlight Band,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,159084126,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Selfless Collector's Gauntlets,Signet of the False Accuser,Ritual Bone Band,Blood-Spattered Scale,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,194914499,,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,113713921,,Precious' Ribbon
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Overwhelming Power Crystal,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,125897998,,
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Sanguine Vintage,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,193922696,,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Darkmoon Deck: Voracity,Sanguine Vintage,Cowled Batwing Cloak,Sinful Gladiator's Swordbreaker,Acidslough Bulwark,157336185,Court of Harvesters Tabard,
Wrathbark Greathelm,Sin Stained Pendant,Conqueror's Aegis Shoulderguards,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Hyperlight Band,Death God's Signet,Beating Abomination Core,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,148048710,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Macabre Sheet Music,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,166409004,,Black Swashbuckler's Shirt
Shadowghast Helm,Sinful Gladiator's Amulet,Prankster's Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Sinful Aspirant's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Emblem,Sinful Gladiator's Shawl,Supercollider,Sinful Gladiator's Redoubt,152327966,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Gorestained Cleaver,Encrusted Canopic Lid,117376503,,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,76966881,Renowned Guild Tabard,Formal White Shirt
