Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Shadowghast Ring,Pulsating Stoneheart,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,118696238,,Tabard of the Ascended
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Legplates of Unholy Frenzy,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Entwined Gorger Tendril,Arachnid Cipher Ring,Decanter of Anima-Charged Winds,Inscrutable Quantum Device,Crest of the Legionnaire General,Sophisticated Bonecracker,Barricade of the Endless Empire,79887137,Stylish Red Shirt,
Shadowghast Helm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,245739784,Green Workman's Shirt,Tabard of the Lightbringer
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Ritual Commander's Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,142525234,Precious' Ribbon,Tabard of the Lightbringer
Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,112613598,,Renowned Guild Tabard
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Signet of the False Accuser,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Gladiator's Guard,146437861,Threads of Tirion,Tushui Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,170582851,Wound Dressing,Tabard of the Ascended
Sinful Gladiator's Plate Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Ceremonial Parade Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Sinful Gladiator's Band,Skulker's Wing,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Sinful Gladiator's Redoubt,161435980,,Tabard of the Explorer
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Shadowghast Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Ardent Sunstar Signet,Ritualist's Treasured Ring,Anima Field Emitter,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Stonewrought Gargoyles Barrier,224662276,Precious' Ribbon,
Wrathbark Greathelm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Stone Legion Heraldry,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,173705901,Irradiated Undercoat,Darkspear Tabard
Wrathbark Greathelm,Sinful Gladiator's Necklace,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Signet,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,63211228,,
