Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Arachnid Cipher Ring,Death God's Signet,Decanter of Anima-Charged Winds,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,139225789,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Ebon Filigreed Shirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Sinful Gladiator's Plate Wargreaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Fleshfused Circle,Bloodoath Signet,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,66536471,Blood Knight Tabard
Shadowghast Helm,Muckformed Chain Choker,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Bloodoath Signet,Most Regal Signet of Sire Denathrius,Pulsating Stoneheart,Gluttonous Spike,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,89330213,Argent Crusader's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,123433275,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Phial of Putrefaction,Cowled Batwing Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,194774991,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Undisputed Champion's Shirt,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ardent Sunstar Signet,Death God's Signet,Decanter of Anima-Charged Winds,Sanguine Vintage,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,111730213,
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Supercollider,Chyrus's Crest of Hope,97664025,
Sinful Aspirant's Plate Helm,Sinful Gladiator's Amulet,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Shadowghast Ring,Hyperlight Band,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,154192014,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Commander's Ring,Slimy Consumptive Organ,Bladedancer's Armor Kit,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,142917356,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Scarlet Filigreed Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,26089178,Guild Tabard
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Selfless Collector's Legguards,Dynamo Doomstompers,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Barricade of the Endless Empire,46096531,Argent Crusader's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Scarlet Filigreed Shirt,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Sinful Gladiator's Ring,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,177388611,Guild Tabard
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Warboots of Ruthless Conviction,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Gluttonous Spike,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Sophisticated Bonecracker,Sylvan Whiteshield,113036424,Guild Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Entwined Gorger Tendril,Blood-Spattered Scale,Inscrutable Quantum Device,Crest of the Legionnaire General,Axe of the Deadgrove,Elysian Sentinel's Aegis,165589574,Tabard of the Zandalari
Shadowghast Helm,Azure-Venom Choker,Vile Butcher's Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Band of the Risen Bonelord,Blood-Spattered Scale,Pyrite Infuser,Dealer Xy'exa's Cape,Sinsmasher,Northern Barrier,135709129,Tabard of the Unshackled
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Wraps of the Blood-Soaked Brawler,Breastplate of Otherworldly Influence,Binding of Warped Desires,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Death God's Signet,Viscera of Coalesced Hatred,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sinsmasher,Barricade of the Endless Empire,167237088,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Desm's Fistos,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,164846211,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Bloodoath Signet,Blood-Spattered Scale,Wakener's Frond,Dealer Xy'exa's Cape,Supercollider,Acidslough Bulwark,156067386,Gilneas Tabard
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,141864217,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Dark Silk Shirt,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Hellhound Cuffs,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Band of the Risen Bonelord,Anima Field Emitter,Darkmoon Deck: Voracity,Cloak of Enveloping Manifestations,Supercollider,Encrusted Canopic Lid,168959257,Tabard of the Zandalari Empire
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Arachnid Cipher Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,88842309,
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Ceremonial Parade Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Ritual Bone Band,Splintered Heart of Al'ar,Inscrutable Quantum Device,Dealer Xy'exa's Cape,Axe of the Deadgrove,Chyrus's Crest of Hope,118134897,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Orgrimmar Doublet,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Macabre Sheet Music,Cowled Batwing Cloak,Barbed-Edge of the Stone Legion,Builwark of the Stone Legion,48022467,Court of Harvesters Tabard
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Hyperlight Band,Slimy Consumptive Organ,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Elysian Sentinel's Aegis,149506563,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Ritual Bone Band,Overwhelming Power Crystal,Gluttonous Spike,Mantle of Manifest Sins,Sinsmasher,Encrusted Canopic Lid,161887979,
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Ritual Bone Band,Darkmoon Deck: Indomitable,Bargast's Leash,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,162891251,Tabard of the Zandalari
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Undisputed Champion's Shirt,Abdominal Securing Chestguard,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Pulsating Stoneheart,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,129841285,Argent Crusader's Tabard
Diadem of Imperious Desire,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Amber Filigreed Shirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Phial of Putrefaction,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,185495750,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,,Shadowghast Breastplate,Stonebark Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,147674055,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Stylish Red Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Signet of the False Accuser,Blood-Spattered Scale,Inscrutable Quantum Device,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,166130255,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fleshfused Crushers,Fleshfused Circle,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,243282021,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,118072551,Tabard of the Lightbringer
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Most Regal Signet of Sire Denathrius,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,115516976,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Initiate's Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Gluttonous Spike,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,89899065,
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Dread Sentinel's Ebony Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Shoulderblade Vambraces,Guilewind Stone Talons,Entwined Gorger Tendril,Sinful Gladiator's Ring,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,48159614,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritual Commander's Ring,Sinful Gladiator's Insignia of Alacrity,Sinful Aspirant's Medallion,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,142402807,Tabard of the Shattered Sun
Wrathbark Greathelm,Sinful Gladiator's Amulet,Sinful Gladiator's Plate Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Gauntlets of the Iron Furnace,Most Regal Signet of Sire Denathrius,Hyperlight Band,Blood-Spattered Scale,Sanguine Vintage,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,173716956,Renowned Guild Tabard
Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Xandria's Kopis of Courage,Chyrus's Crest of Hope,157748106,
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Shadowghast Ring,Bladedancer's Armor Kit,Inscrutable Quantum Device,Decadent Nathrian Shawl,Xandria's Kopis of Courage,Sinful Gladiator's Guard,157456047,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sacred Sparrer's Edge,Chyrus's Crest of Hope,175283135,
Wrathbark Greathelm,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fleshfused Crushers,Shadowghast Ring,Stitchflesh's Misplaced Signet,Spare Meat Hook,Slimy Consumptive Organ,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,107007506,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Sapsteel Legplates,Sabatons of the Rushing Juggernaut,Bracers of the Tenebrous Retinue,Fleshfused Crushers,Band of the Risen Bonelord,Sinful Gladiator's Ring,Gluttonous Spike,Spare Meat Hook,Sinful Gladiator's Drape,Axe of the Deadgrove,Acidslough Bulwark,138758719,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Hardened Castle Crushers,Fleshfused Circle,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Supercollider,Barricade of the Endless Empire,31952676,Argent Crusader's Tabard
Shadowghast Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Blood-Spattered Scale,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Acidslough Bulwark,163214967,Argent Crusader's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Sinful Aspirant's Badge of Ferocity,Sinful Gladiator's Cloak,Supercollider,Sinful Gladiator's Guard,110693952,
Plague Handler's Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Sleeveless T-Shirt,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Shadowghast Ring,Stitchflesh's Misplaced Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,97378989,Orgrimmar Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Grim Codex,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Sylvan Whiteshield,186659330,Renowned Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritual Bone Band,Arachnid Cipher Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Mantle of Manifest Sins,Sinsmasher,Encrusted Canopic Lid,103918052,Tabard of the Lightbringer
Sinful Gladiator's Plate Helm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Encrusted Canopic Lid,138465092,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Rampaging Giant's Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Pulsating Stoneheart,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,120373370,Argent Crusader's Tabard
Plague Handler's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Ritual Commander's Ring,Stone Legion Heraldry,Overwhelming Power Crystal,Blighted Margrave's Cloak,Sinsmasher,Sinful Gladiator's Guard,172312734,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Arachnid Cipher Ring,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Axe of the Deadgrove,Sinful Gladiator's Guard,119172088,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,White Tuxedo Shirt,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Supercollider,Barricade of the Endless Empire,140787336,Argent Crusader's Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Phial of Putrefaction,Bladedancer's Armor Kit,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,143718641,Guild Tabard
Sinful Gladiator's Plate Helm,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,Orange Martial Shirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Ritual Commander's Ring,Anima Field Emitter,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Stoneborn Terrorblade,Stonewrought Gargoyles Barrier,182285453,Tabard of the Wyrmrest Accord
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Viscera of Coalesced Hatred,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,146304810,
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Sinful Gladiator's Ring,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,112599287,
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Fleshfused Circle,Shadowghast Ring,Pulsating Stoneheart,Slimy Consumptive Organ,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,62044815,Blood Knight Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Hyperlight Band,Decanter of Anima-Charged Winds,Gluttonous Spike,Crest of the Legionnaire General,Barbed-Edge of the Stone Legion,Acidslough Bulwark,147680228,Tabard of the Scarlet Crusade
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Lucky Shirt,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Shroud of the Penitent,Axe of the Deadgrove,Barricade of the Endless Empire,174641375,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Shadowghast Gauntlets,Ardent Sunstar Signet,Arachnid Cipher Ring,Pulsating Stoneheart,Anima Field Emitter,Decadent Nathrian Shawl,Engorged Worm Smasher,Acidslough Bulwark,142307880,Darkspear Tabard
