Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Wing Commander's Helmet,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Decanter of Anima-Charged Winds,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,183462459,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Elysian Sentinel's Aegis,166686656,Tabard of the Ascended,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Twisted Witherroot Band,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Decadent Nathrian Shawl,Xandria's Kopis of Courage,Acidslough Bulwark,193962498,Renowned Guild Tabard,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Gluttonous Spike,Darkmoon Deck: Indomitable,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,97643010,Loremaster's Colors,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fleshfused Crushers,Bloodoath Signet,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Sinful Aspirant's Drape,Sophisticated Bonecracker,Acidslough Bulwark,152831069,,
Darkfrost Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Hyperlight Band,Decanter of Anima-Charged Winds,Stone Legion Heraldry,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,99930823,Tabard of the Lightbringer,Artisan Member's Shirt
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Guilewind Stone Talons,Signet of the False Accuser,Shadowghast Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,181402947,Tabard of the Lightbringer,Stylish Red Shirt
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Splintered Heart of Al'ar,Anima Field Emitter,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,97512289,,
Shadowghast Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Bloodoath Signet,Ritualist's Treasured Ring,Sanguine Vintage,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,111467178,Blood Knight Tabard,Yellow Lumberjack Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Aspirant's Medallion,Sinful Gladiator's Cloak,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Guard,163539055,Guild Tabard,
Plague Handler's Greathelm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritual Bone Band,Bargast's Leash,Blood-Spattered Scale,Cloak of Coordination,Axe of the Deadgrove,Burden of the Protectorate,180657290,Renowned Guild Tabard,Artisan Officer's Shirt
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Signet of the False Accuser,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Gluttonous Spike,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,166863982,Huojin Tabard,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,167643865,Guild Tabard,
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Sanguine Vintage,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,77157081,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Death God's Signet,Hyperlight Band,Splintered Heart of Al'ar,Pulsating Stoneheart,Crest of the Legionnaire General,Sophisticated Bonecracker,Encrusted Canopic Lid,216143595,Tabard of Brute Force,Initiate's Shirt
Shadowghast Helm,Muckformed Chain Choker,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Pulsating Stoneheart,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Supercollider,Sylvan Whiteshield,183967622,,Gorgeous Blouse
Shadowghast Helm,Trailspinner Pendant,Selfless Collector's Spaulders,Selfless Collector's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Valinor's Ground Pounders,Selfless Collector's Wristguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Bargast's Leash,Selfless Collector's Greatcloak,Sacred Sparrer's Edge,Encrusted Canopic Lid,97841818,,Precious' Ribbon
Shadowghast Helm,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Fleshfused Crushers,Bloodoath Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Blood-Spattered Scale,Cowled Batwing Cloak,Sacred Sparrer's Edge,Chyrus's Crest of Hope,115528707,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Darkmoon Deck: Voracity,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Chyrus's Crest of Hope,98573388,Guild Tabard,Undisputed Champion's Shirt
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Flamewatch Armguards,Valorous Aegis Handguards,Twisted Witherroot Band,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Drape of Twisted Loyalties,Sophisticated Bonecracker,Shieldwall of the Breaker,167007464,,
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritualist's Treasured Ring,Ring of Perpetual Conflict,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Builwark of the Stone Legion,154992223,,
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Breastplate of Cautious Calculation,Stonebark Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Guilewind Stone Talons,Ring of Perpetual Conflict,Twisted Witherroot Band,Splintered Heart of Al'ar,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,197792177,Tabard of the Highmountain Tribe,Artisan Officer's Shirt
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Overwhelming Power Crystal,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,175733587,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Band of the Risen Bonelord,Death God's Signet,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Supercollider,Encrusted Canopic Lid,242582944,,
Plague Handler's Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Distorted Construct's Gauntlets,Fleshfused Circle,Ritualist's Treasured Ring,Macabre Sheet Music,Viscera of Coalesced Hatred,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,175137079,Renowned Guild Tabard,Artisan Officer's Shirt
Sinful Gladiator's Plate Helm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Hyperlight Band,Bloodoath Signet,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,195010023,,
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Chestplate of the March Warden,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Bloodoath Signet,Macabre Sheet Music,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Sinsmasher,Barricade of the Endless Empire,141445649,Tabard of the Ascended,Precious' Ribbon
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,187835499,Tabard of the Ascended,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Band of the Risen Bonelord,Blood-Spattered Scale,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Acidslough Bulwark,172323140,,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Slimy Consumptive Organ,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sinsmasher,Elysian Sentinel's Aegis,166646735,,
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shadowghast Armguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Pulsating Stoneheart,Anima Field Emitter,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,195937904,Renowned Guild Tabard,
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Gluttonous Spike,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,176424639,,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Sinful Gladiator's Emblem,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Swordbreaker,Sinful Gladiator's Redoubt,151592729,Guild Tabard,
Plague Handler's Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Shadowghast Greaves,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,110450875,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Entwined Gorger Tendril,Ritual Commander's Ring,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,191101245,Tabard of the Ascended,Precious' Ribbon
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Sinful Aspirant's Plate Chestplate,Shadowghast Waistguard,Sinful Gladiator's Plate Wargreaves,Sinful Aspirant's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Ritual Bone Band,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Aspirant's Barrier,133289054,Stormwind Tabard,
Shadowghast Helm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Bloodoath Signet,Anima Field Emitter,Overwhelming Power Crystal,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Redoubt,185122145,Tabard of the Ascended,Ebon Filigreed Shirt
Diadem of Imperious Desire,Sin Stained Pendant,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shadowghast Armguards,Guilewind Stone Talons,Ardent Sunstar Signet,Sinful Gladiator's Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,176523884,,
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,93539639,Renowned Guild Tabard,
Shadowghast Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Death God's Signet,Inscrutable Quantum Device,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,92843802,Tabard of the Lightbringer,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Death God's Signet,Ritual Commander's Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,163741382,Illustrious Guild Tabard,Fashionable Undershirt
Diadem of Imperious Desire,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Cowled Batwing Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,115963331,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Fleshfused Crushers,Death God's Signet,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,75425149,,
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Hellhound Cuffs,Colossal Plate Gauntlets,Ardent Sunstar Signet,Ritual Commander's Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Decadent Nathrian Shawl,Supercollider,Builwark of the Stone Legion,149435726,Court of Harvesters Tabard,Green Workman's Shirt
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Band of the Risen Bonelord,Inscrutable Quantum Device,Sanguine Vintage,Crest of the Legionnaire General,Sophisticated Bonecracker,Acidslough Bulwark,237907218,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Bloodoath Signet,Decanter of Anima-Charged Winds,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,109090209,Tabard of the Explorer,Artisan Officer's Shirt
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,142268577,,
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Shadowghast Armguards,Fleshfused Crushers,Entwined Gorger Tendril,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,108029148,,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Ritual Commander's Ring,Splintered Heart of Al'ar,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Encrusted Canopic Lid,51285832,Tabard of the Lightbringer,Precious' Ribbon
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Sinful Gladiator's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,163914430,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Ritualist's Treasured Ring,Hyperlight Band,Gluttonous Spike,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,171238869,,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Shadowghast Armguards,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Sanguine Vintage,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Gorestained Cleaver,Acidslough Bulwark,165349707,Tabard of the Argent Crusade,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Colossal Plate Gauntlets,Signet of the False Accuser,Arachnid Cipher Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,157609211,,Wound Dressing
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,167207803,Tabard of the Lightbringer,Precious' Ribbon
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,177858534,Tabard of the Lightbringer,Artisan Officer's Shirt
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,172826969,Tabard of the Ascended,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Ring of Perpetual Conflict,Blood-Spattered Scale,Overwhelming Power Crystal,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,79324335,,
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Death God's Signet,Bloodoath Signet,Viscera of Coalesced Hatred,Slimy Consumptive Organ,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,118699151,Tabard of the Shattered Sun,
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritual Commander's Ring,Most Regal Signet of Sire Denathrius,Sanguine Vintage,Bargast's Leash,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,70082112,Champions of Azeroth Tabard,Sleeveless T-Shirt
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,217850493,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Binding of Warped Desires,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Decadent Nathrian Shawl,Axe of the Deadgrove,Encrusted Canopic Lid,157207976,Army of the Light Tabard,Precious' Ribbon
