Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Hardened Castle Crushers,Shadowghast Ring,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,133969872,Apprentice's Shirt,Tabard of the Zandalari
Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Ritual Bone Band,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,194231961,,
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Shadowghast Ring,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,193091808,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Death God's Signet,Splintered Heart of Al'ar,Darkmoon Deck: Voracity,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,135460264,,Silvermoon City Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Twisted Witherroot Band,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,157746377,,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Cautious Calculation,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Shadowghast Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinsmasher,Sinful Gladiator's Bulwark,155923647,,Thunder Bluff Tabard
Shadowghast Helm,Muckformed Chain Choker,Vile Butcher's Pauldrons,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Fleshfused Circle,Stitchflesh's Misplaced Signet,Anima Field Emitter,Overwhelming Power Crystal,Cowled Batwing Cloak,Ascended Gladius of Glory,Barricade of the Endless Empire,174626366,Fine Cloth Shirt,Argent Crusader's Tabard
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Ritual Commander's Ring,Gluttonous Spike,Bargast's Leash,Crest of the Legionnaire General,Engorged Worm Smasher,Encrusted Canopic Lid,96469616,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,97896265,,Tabard of the Voldunai
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,174647654,Antiseptic-Soaked Dressing,
Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Shadowghast Ring,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,131858324,,Gnomeregan Tabard
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Death God's Signet,Splintered Heart of Al'ar,Inscrutable Quantum Device,Crest of the Legionnaire General,Xandria's Kopis of Courage,Elysian Sentinel's Aegis,175582296,Artisan Officer's Shirt,Stormwind Tabard
Sinful Aspirant's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Sinful Gladiator's Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,176008983,,
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Pit Fighter's Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Sinful Aspirant's Ring,Blood-Spattered Scale,Bladedancer's Armor Kit,Sinful Gladiator's Drape,Axe of the Deadgrove,Barricade of the Endless Empire,157677264,,
Sinful Gladiator's Plate Helm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Arachnid Cipher Ring,Stone Legion Heraldry,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Encrusted Canopic Lid,212574528,Stylish Black Shirt,Tabard of the Lightbringer
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Selfless Collector's Wristguards,Guilewind Stone Talons,Death God's Signet,Entwined Gorger Tendril,Splintered Heart of Al'ar,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Klontzas' Precise Pummeler,Encrusted Canopic Lid,192532652,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,153185800,,
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Band of the Risen Bonelord,Phial of Putrefaction,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Barricade of the Endless Empire,173864198,,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Signet of the False Accuser,Most Regal Signet of Sire Denathrius,Gluttonous Spike,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Axe of the Deadgrove,Elysian Sentinel's Aegis,158315862,Gray Woolen Shirt,Orgrimmar Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Signet of the False Accuser,Shadowghast Ring,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,171026989,Rustic Workman's Shirt,Illustrious Guild Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,189585324,,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Signet,Signet of the False Accuser,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,193743324,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,167094488,,
Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Arachnid Cipher Ring,Band of the Risen Bonelord,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Crest of the Legionnaire General,Axe of the Deadgrove,Encrusted Canopic Lid,147280595,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Death God's Signet,Shadowghast Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,73785417,Captain Sanders' Shirt,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Hellhound Cuffs,Guilewind Stone Talons,Most Regal Signet of Sire Denathrius,Band of the Risen Bonelord,Anima Field Emitter,Darkmoon Deck: Voracity,Cloak of Enveloping Manifestations,Supercollider,Encrusted Canopic Lid,168959257,Dark Silk Shirt,Tabard of the Zandalari Empire
Wing Commander's Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sinsmasher,Barricade of the Endless Empire,136938662,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Bloodoath Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Encrusted Canopic Lid,130938716,Red Workman's Shirt,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Ring of Perpetual Conflict,Death God's Signet,Sinful Gladiator's Badge of Ferocity,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Sinsmasher,Encrusted Canopic Lid,118609313,,Tabard of the Ascended
Darkfrost Helmet,Noble's Birthstone Pendant,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Slimy Consumptive Organ,Inscrutable Quantum Device,Crest of the Legionnaire General,Ascended Gladius of Glory,Barricade of the Endless Empire,28405849,,Argent Crusader's Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Arachnid Cipher Ring,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,88842309,,
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Decadent Nathrian Shawl,Sinsmasher,Encrusted Canopic Lid,117319660,,Renowned Guild Tabard
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Waistguard of Expurged Anguish,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Barricade of the Endless Empire,175409092,,Tabard of the Ascended
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Valorous Aegis Breastplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Blood-Spattered Scale,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,175923996,Ooze-Soaked Shirt,Tabard of the Lightbringer
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Death God's Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Mantle of Manifest Sins,Supercollider,Builwark of the Stone Legion,84594191,Scarlet Filigreed Doublet,Guild Tabard
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Breastplate of Cautious Calculation,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Entwined Gorger Tendril,Decanter of Anima-Charged Winds,Sanguine Vintage,Drape of Twisted Loyalties,Engorged Worm Smasher,Chyrus's Crest of Hope,183205650,,Renowned Guild Tabard
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,126013964,,Tabard of the Honorbound
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Mantle of Manifest Sins,Supercollider,Encrusted Canopic Lid,178520861,Fashionable Undershirt,Tabard of the Ascended
Wing Commander's Helmet,Trailspinner Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Anima Field Emitter,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,85818897,,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Legplates of Unholy Frenzy,Dynamo Doomstompers,Vambraces of the Depraved Warden,Absonant Construct's Handguards,Hyperlight Band,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Shroud of the Penitent,Ascended Gladius of Glory,Acidslough Bulwark,87892285,,Tabard of the Lightbringer
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Ritualist's Treasured Ring,Twisted Witherroot Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,149043298,,Tabard of the Ascended
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Fleshfused Circle,Ritual Bone Band,Anima Field Emitter,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,83696336,,Tabard of the 7th Legion
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritualist's Treasured Ring,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Anima Field Emitter,Dealer Xy'exa's Cape,Xandria's Kopis of Courage,Acidslough Bulwark,193519595,,Illustrious Guild Tabard
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Stone Legion Heraldry,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,180191286,,Renowned Guild Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Axe of the Deadgrove,Barricade of the Endless Empire,225958095,Embroidered Shirt,Arathor Battle Tabard
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Hyperlight Band,Memory of Past Sins,Anima Field Emitter,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,122159755,,
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,169121051,Artisan Officer's Shirt,Tabard of the Lightbringer
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Hardened Castle Crushers,Arachnid Cipher Ring,Ritualist's Treasured Ring,Bladedancer's Armor Kit,Stone Legion Heraldry,Drape of the Drakerider,Sacred Sparrer's Edge,Acidslough Bulwark,196324939,,
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Bloodoath Signet,Shadowghast Ring,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,118742265,,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Anima Field Emitter,Crest of the Legionnaire General,Gorestained Cleaver,Acidslough Bulwark,160212062,,Tabard of the Ascended
Sinful Gladiator's Plate Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Warboots of Ruthless Conviction,Shadowghast Armguards,Fleshfused Crushers,Entwined Gorger Tendril,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Insignia of Alacrity,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,108029148,,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Xandria's Kopis of Courage,Barricade of the Endless Empire,164232595,,Silvermoon City Tabard
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Ember-Scarred Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Hellhound Cuffs,Desm's Fistos,Bloodoath Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,156265410,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Gluttonous Spike,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,126328414,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,244844901,,
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Fleshfused Circle,Anima Field Emitter,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Ascended Gladius of Glory,Chyrus's Crest of Hope,155148357,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Gauntlets of the Iron Furnace,Arachnid Cipher Ring,Ritual Bone Band,Inscrutable Quantum Device,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,175253057,,Stone Guard's Herald
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Sinful Gladiator's Insignia of Alacrity,Sinful Aspirant's Badge of Ferocity,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,75165662,Precious' Ribbon,Tabard of the Lightbringer
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ardent Sunstar Signet,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,185244175,,Tabard of the Ascended
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,159386787,,
Shadowghast Helm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Bloodoath Signet,Splintered Heart of Al'ar,Overwhelming Power Crystal,Shroud of the Penitent,Sophisticated Bonecracker,Acidslough Bulwark,119151404,,
